dato;produksjon
26.11.11;4316
27.11.11;5239
28.11.11;5773
29.11.11;5584
30.11.11;7330
01.12.11;6140
02.12.11;6724
03.12.11;7356
04.12.11;6080
05.12.11;6249
06.12.11;5023
07.12.11;2025
08.12.11;4082
09.12.11;5652
10.12.11;1713
11.12.11;1957
12.12.11;2670
13.12.11;5149
14.12.11;5661
15.12.11;5940
16.12.11;3626
17.12.11;2563
18.12.11;1422
19.12.11;1666
20.12.11;2465
21.12.11;2908
22.12.11;4823
23.12.11;7534
24.12.11;7518
25.12.11;6461
26.12.11;5212
27.12.11;6350
28.12.11;4459
29.12.11;2520
30.12.11;3007
31.12.11;3554
01.01.12;4078
02.01.12;3016
03.01.12;4212
04.01.12;4050
05.01.12;2234
06.01.12;2810
07.01.12;2302
08.01.12;1682
09.01.12;5255
10.01.12;6243
11.01.12;7468
12.01.12;8081
13.01.12;6382
14.01.12;3336
15.01.12;7009
16.01.12;4628
17.01.12;1698
18.01.12;5739
19.01.12;6445
20.01.12;3464
21.01.12;5466
22.01.12;3857
23.01.12;3955
24.01.12;4178
25.01.12;5964
26.01.12;5403
27.01.12;5879
28.01.12;4863
29.01.12;3918
30.01.12;3390
31.01.12;2243
01.02.12;2881
02.02.12;5235
03.02.12;6038
04.02.12;6169
05.02.12;5780
06.02.12;5762
07.02.12;3749
08.02.12;2400
09.02.12;5638
10.02.12;8038
11.02.12;5582
12.02.12;3739
13.02.12;6806
14.02.12;7960
15.02.12;4001
16.02.12;7899
17.02.12;5885
18.02.12;6723
19.02.12;7996
20.02.12;7396
21.02.12;7445
22.02.12;7614
23.02.12;5159
24.02.12;8107
25.02.12;2746
26.02.12;1633
27.02.12;7012
28.02.12;8026
29.02.12;6978
01.03.12;7579
02.03.12;5180
03.03.12;4388
04.03.12;4702
05.03.12;2869
06.03.12;3231
07.03.12;6515
08.03.12;5073
09.03.12;8941
10.03.12;8959
11.03.12;8381
12.03.12;8376
13.03.12;5170
14.03.12;4622
15.03.12;7738
16.03.12;6628
17.03.12;3581
18.03.12;5406
19.03.12;4971
20.03.12;6775
21.03.12;6642
22.03.12;7099
23.03.12;3234
24.03.12;6235
25.03.12;3472
26.03.12;6472
27.03.12;7252
28.03.12;7195
29.03.12;6560
30.03.12;6671
31.03.12;2525
01.04.12;6328
02.04.12;4158
03.04.12;1750
04.04.12;6573
05.04.12;3678
06.04.12;3144
07.04.12;1593
08.04.12;2318
09.04.12;2777
10.04.12;4162
11.04.12;1330
12.04.12;3478
13.04.12;1787
14.04.12;2244
15.04.12;1642
16.04.12;1882
17.04.12;1011
18.04.12;1873
19.04.12;2391
20.04.12;3177
21.04.12;1963
22.04.12;1092
23.04.12;2934
24.04.12;1323
25.04.12;2223
26.04.12;3034
27.04.12;4591
28.04.12;5509
29.04.12;1628
30.04.12;2959
01.05.12;3294
02.05.12;5952
03.05.12;1636
04.05.12;2985
05.05.12;3676
06.05.12;7164
07.05.12;2939
08.05.12;3179
09.05.12;2592
10.05.12;2157
11.05.12;4950
12.05.12;4099
13.05.12;5174
14.05.12;7332
15.05.12;3868
16.05.12;1866
17.05.12;2913
18.05.12;3706
19.05.12;2487
20.05.12;2555
21.05.12;4638
22.05.12;1659
23.05.12;531
24.05.12;1351
25.05.12;1776
26.05.12;1816
27.05.12;5813
28.05.12;4223
29.05.12;2297
30.05.12;1324
31.05.12;1796
01.06.12;1696
02.06.12;2308
03.06.12;5618
04.06.12;2759
05.06.12;2187
06.06.12;875
07.06.12;2560
08.06.12;3785
09.06.12;3369
10.06.12;1545
11.06.12;1360
12.06.12;2478
13.06.12;1646
14.06.12;2678
15.06.12;1528
16.06.12;3177
17.06.12;1664
18.06.12;904
19.06.12;3761
20.06.12;1621
21.06.12;2979
22.06.12;3139
23.06.12;2815
24.06.12;1725
25.06.12;1095
26.06.12;1925
27.06.12;1595
28.06.12;2517
29.06.12;3450
30.06.12;3067
01.07.12;1765
02.07.12;1939
03.07.12;2551
04.07.12;2336
05.07.12;1129
06.07.12;2720
07.07.12;4821
08.07.12;3624
09.07.12;2156
10.07.12;1215
11.07.12;1758
12.07.12;1062
13.07.12;1542
14.07.12;2997
15.07.12;1809
16.07.12;3214
17.07.12;2033
18.07.12;1327
19.07.12;2704
20.07.12;3773
21.07.12;4424
22.07.12;5527
23.07.12;7714
24.07.12;6243
25.07.12;5577
26.07.12;2449
27.07.12;973
28.07.12;1067
29.07.12;2850
30.07.12;1447
31.07.12;1785
01.08.12;5947
02.08.12;2089
03.08.12;2462
04.08.12;1004
05.08.12;593
06.08.12;421
07.08.12;2686
08.08.12;1738
09.08.12;2038
10.08.12;5930
11.08.12;5585
12.08.12;1332
13.08.12;947
14.08.12;873
15.08.12;622
16.08.12;1400
17.08.12;1240
18.08.12;1770
19.08.12;2137
20.08.12;1539
21.08.12;820
22.08.12;1133
23.08.12;1341
24.08.12;339
25.08.12;1568
26.08.12;2271
27.08.12;1730
28.08.12;6200
29.08.12;4065
30.08.12;7160
31.08.12;5000
01.09.12;2094
02.09.12;7421
03.09.12;4845
04.09.12;7073
05.09.12;8332
06.09.12;5729
07.09.12;8175
08.09.12;4748
09.09.12;4085
10.09.12;4651
11.09.12;5510
12.09.12;5803
13.09.12;7579
14.09.12;7704
15.09.12;8348
16.09.12;6243
17.09.12;4235
18.09.12;1251
19.09.12;2633
20.09.12;2677
21.09.12;1534
22.09.12;983
23.09.12;1110
24.09.12;3501
25.09.12;5856
26.09.12;3673
27.09.12;2417
28.09.12;3138
29.09.12;2818
30.09.12;4407
01.10.12;3289
02.10.12;4343
03.10.12;5211
04.10.12;3421
05.10.12;1599
06.10.12;4195
07.10.12;9045
08.10.12;5538
09.10.12;3121
10.10.12;1337
11.10.12;1786
12.10.12;6497
13.10.12;6041
14.10.12;5719
15.10.12;7048
16.10.12;2748
17.10.12;2334
18.10.12;2144
19.10.12;2385
20.10.12;4417
21.10.12;1657
22.10.12;3751
23.10.12;7085
24.10.12;5578
25.10.12;9129
26.10.12;8652
27.10.12;3530
28.10.12;1862
29.10.12;2760
30.10.12;4510
31.10.12;7824
01.11.12;8674
02.11.12;7614
03.11.12;4158
04.11.12;1061
05.11.12;3702
06.11.12;10463
07.11.12;7787
08.11.12;4230
09.11.12;6286
10.11.12;5313
11.11.12;4444
12.11.12;6075
13.11.12;5725
14.11.12;9943
15.11.12;7181
16.11.12;6736
17.11.12;4764
18.11.12;6580
19.11.12;8300
20.11.12;5967
21.11.12;6500
22.11.12;4794
23.11.12;8631
24.11.12;4241
25.11.12;5197
26.11.12;5151
27.11.12;3107
28.11.12;3221
29.11.12;3804
30.11.12;6581
01.12.12;9410
02.12.12;4333
03.12.12;3927
04.12.12;3094
05.12.12;2359
06.12.12;3433
07.12.12;5745
08.12.12;6160
09.12.12;7036
10.12.12;1949
11.12.12;1818
12.12.12;4247
13.12.12;6902
14.12.12;8450
15.12.12;9662
16.12.12;8025
17.12.12;5142
18.12.12;4092
19.12.12;4668
20.12.12;3933
21.12.12;7613
22.12.12;8917
23.12.12;9225
24.12.12;7108
25.12.12;3074
26.12.12;4172
27.12.12;11575
28.12.12;8064
29.12.12;9676
30.12.12;6534
31.12.12;6489
01.01.13;7019
02.01.13;4070
03.01.13;10092
04.01.13;6187
05.01.13;5358
06.01.13;4679
07.01.13;5544
08.01.13;3890
09.01.13;2648
10.01.13;1356
11.01.13;4029
12.01.13;2072
13.01.13;2683
14.01.13;2776
15.01.13;2271
16.01.13;4208
17.01.13;5751
18.01.13;4734
19.01.13;3826
20.01.13;4408
21.01.13;5637
22.01.13;4046
23.01.13;2400
24.01.13;1846
25.01.13;5320
26.01.13;9234
27.01.13;5856
28.01.13;8537
29.01.13;4319
30.01.13;6438
31.01.13;5338
01.02.13;5401
02.02.13;6373
03.02.13;5123
04.02.13;7256
05.02.13;3791
06.02.13;1838
07.02.13;765
08.02.13;676
09.02.13;1897
10.02.13;4864
11.02.13;3874
12.02.13;2484
13.02.13;5550
14.02.13;8996
15.02.13;5179
16.02.13;5188
17.02.13;3831
18.02.13;4159
19.02.13;5188
20.02.13;4302
21.02.13;5511
22.02.13;3549
23.02.13;1946
24.02.13;2742
25.02.13;5200
26.02.13;10750
27.02.13;11207
28.02.13;11903
01.03.13;7611
02.03.13;10644
03.03.13;6521
04.03.13;8677
05.03.13;9533
06.03.13;8229
07.03.13;5417
08.03.13;5273
09.03.13;4159
10.03.13;5214
11.03.13;3612
12.03.13;4832
13.03.13;2230
14.03.13;2154
15.03.13;5470
16.03.13;7779
17.03.13;8074
18.03.13;7191
19.03.13;7072
20.03.13;7705
21.03.13;5838
22.03.13;7597
23.03.13;3444
24.03.13;1792
25.03.13;1666
26.03.13;5164
27.03.13;3529
28.03.13;1673
29.03.13;2341
30.03.13;3382
31.03.13;6670
01.04.13;4099
02.04.13;2660
03.04.13;4618
04.04.13;1412
05.04.13;1791
06.04.13;3321
07.04.13;2094
08.04.13;1324
09.04.13;3161
10.04.13;3335
11.04.13;4589
12.04.13;2875
13.04.13;1254
14.04.13;6932
15.04.13;5762
16.04.13;6399
17.04.13;7673
18.04.13;5581
19.04.13;8101
20.04.13;6034
21.04.13;5033
22.04.13;7358
23.04.13;12378
24.04.13;7398
25.04.13;6636
26.04.13;1170
27.04.13;1483
28.04.13;5619
29.04.13;4563
30.04.13;5533
01.05.13;6302
02.05.13;9818
03.05.13;4123
04.05.13;4994
05.05.13;5072
06.05.13;5075
07.05.13;4850
08.05.13;5149
09.05.13;4156
10.05.13;5054
11.05.13;3559
12.05.13;2357
13.05.13;7073
14.05.13;6647
15.05.13;6753
16.05.13;5172
17.05.13;6121
18.05.13;4130
19.05.13;2511
20.05.13;4159
21.05.13;4471
22.05.13;5203
23.05.13;4439
24.05.13;3811
25.05.13;2303
26.05.13;1417
27.05.13;3760
28.05.13;2818
29.05.13;2777
30.05.13;1525
31.05.13;659
01.06.13;2693
02.06.13;5634
03.06.13;4760
04.06.13;3371
05.06.13;2153
06.06.13;2926
07.06.13;2860
08.06.13;4228
09.06.13;3193
10.06.13;1488
11.06.13;2168
12.06.13;4974
13.06.13;4227
14.06.13;7047
15.06.13;5809
16.06.13;2546
17.06.13;2064
18.06.13;681
19.06.13;1090
20.06.13;2179
21.06.13;1096
22.06.13;4161
23.06.13;2560
24.06.13;886
25.06.13;2606
26.06.13;4500
27.06.13;2970
28.06.13;4189
29.06.13;4577
30.06.13;1171
01.07.13;2812
02.07.13;1407
03.07.13;4470
04.07.13;2480
05.07.13;6785
06.07.13;3707
07.07.13;8749
08.07.13;6334
09.07.13;9444
10.07.13;5652
11.07.13;3586
12.07.13;1696
13.07.13;5647
14.07.13;8836
15.07.13;9813
16.07.13;3285
17.07.13;5540
18.07.13;7602
19.07.13;5340
20.07.13;7775
21.07.13;2045
22.07.13;3005
23.07.13;2182
24.07.13;465
25.07.13;638
26.07.13;654
27.07.13;477
28.07.13;3780
29.07.13;4222
30.07.13;2887
31.07.13;4767
01.08.13;1996
02.08.13;4861
03.08.13;5633
04.08.13;3157
05.08.13;3821
06.08.13;3754
07.08.13;2714
08.08.13;3392
09.08.13;2149
10.08.13;898
11.08.13;1421
12.08.13;3555
13.08.13;5813
14.08.13;2094
15.08.13;1912
16.08.13;3938
17.08.13;6037
18.08.13;5952
19.08.13;6700
20.08.13;7174
21.08.13;4376
22.08.13;1744
23.08.13;4051
24.08.13;4125
25.08.13;1357
26.08.13;4515
27.08.13;3738
28.08.13;6929
29.08.13;3213
30.08.13;3216
31.08.13;6276
01.09.13;3892
02.09.13;3420
03.09.13;3081
04.09.13;2768
05.09.13;5414
06.09.13;5013
07.09.13;5172
08.09.13;5352
09.09.13;2331
10.09.13;1679
11.09.13;819
12.09.13;1419
13.09.13;2498
14.09.13;2448
15.09.13;6482
16.09.13;6924
17.09.13;7472
18.09.13;4878
19.09.13;3269
20.09.13;3490
21.09.13;6635
22.09.13;7083
23.09.13;5185
24.09.13;1671
25.09.13;1837
26.09.13;2663
27.09.13;2864
28.09.13;3421
29.09.13;2922
30.09.13;2518
01.10.13;4366
02.10.13;6564
03.10.13;8216
04.10.13;8888
05.10.13;6558
06.10.13;8812
07.10.13;5271
08.10.13;3906
09.10.13;6381
10.10.13;6124
11.10.13;6216
12.10.13;2847
13.10.13;3463
14.10.13;2194
15.10.13;3511
16.10.13;853
17.10.13;2905
18.10.13;3573
19.10.13;4384
20.10.13;7787
21.10.13;8438
22.10.13;9146
23.10.13;7171
24.10.13;11145
25.10.13;7690
26.10.13;8079
27.10.13;6473
28.10.13;5056
29.10.13;3576
30.10.13;4834
31.10.13;7674
01.11.13;6945
02.11.13;5638
03.11.13;7657
04.11.13;4138
05.11.13;2388
06.11.13;1971
07.11.13;5473
08.11.13;6689
09.11.13;5017
10.11.13;5800
11.11.13;9147
12.11.13;11573
13.11.13;10372
14.11.13;6818
15.11.13;12879
16.11.13;8706
17.11.13;7771
18.11.13;6005
19.11.13;4259
20.11.13;7322
21.11.13;3135
22.11.13;5539
23.11.13;7503
24.11.13;8973
25.11.13;6615
26.11.13;7671
27.11.13;8769
28.11.13;9417
29.11.13;5430
30.11.13;9020
01.12.13;11553
02.12.13;11120
03.12.13;10156
04.12.13;10791
05.12.13;6885
06.12.13;9757
07.12.13;7522
08.12.13;6598
09.12.13;5813
10.12.13;11995
11.12.13;11681
12.12.13;9449
13.12.13;8001
14.12.13;9208
15.12.13;10804
16.12.13;12541
17.12.13;11341
18.12.13;9616
19.12.13;10361
20.12.13;7232
21.12.13;10569
22.12.13;8348
23.12.13;9181
24.12.13;11023
25.12.13;11289
26.12.13;10106
27.12.13;9779
28.12.13;9492
29.12.13;7912
30.12.13;8712
31.12.13;10530
01.01.14;9962
02.01.14;10685
03.01.14;10267
04.01.14;9620
05.01.14;7355
06.01.14;11017
07.01.14;10519
08.01.14;6350
09.01.14;3334
10.01.14;3536
11.01.14;5866
12.01.14;3642
13.01.14;8450
14.01.14;6700
15.01.14;9079
16.01.14;10673
17.01.14;9703
18.01.14;8097
19.01.14;7314
20.01.14;5905
21.01.14;6508
22.01.14;6897
23.01.14;8784
24.01.14;8643
25.01.14;10008
26.01.14;9666
27.01.14;12682
28.01.14;11652
29.01.14;8718
30.01.14;7675
31.01.14;8074
01.02.14;10470
02.02.14;12444
03.02.14;8534
04.02.14;7614
05.02.14;7758
06.02.14;8878
07.02.14;6557
08.02.14;8600
09.02.14;10915
10.02.14;9451
11.02.14;7694
12.02.14;8350
13.02.14;11183
14.02.14;9702
15.02.14;10316
16.02.14;9268
17.02.14;8206
18.02.14;3805
19.02.14;1550
20.02.14;7115
21.02.14;10039
22.02.14;10501
23.02.14;10457
24.02.14;11139
25.02.14;10236
26.02.14;9261
27.02.14;9987
28.02.14;5390
01.03.14;4314
02.03.14;6819
03.03.14;7812
04.03.14;7676
05.03.14;8166
06.03.14;12535
07.03.14;11578
08.03.14;11797
09.03.14;10129
10.03.14;10443
11.03.14;9114
12.03.14;10378
13.03.14;9968
14.03.14;10462
15.03.14;8522
16.03.14;8227
17.03.14;8065
18.03.14;3511
19.03.14;7455
20.03.14;10676
21.03.14;12983
22.03.14;10139
23.03.14;6455
24.03.14;3874
25.03.14;3474
26.03.14;6414
27.03.14;1984
28.03.14;3794
29.03.14;3825
30.03.14;1569
31.03.14;2338
01.04.14;3688
02.04.14;2832
03.04.14;1786
04.04.14;5118
05.04.14;5567
06.04.14;5512
07.04.14;4701
08.04.14;8787
09.04.14;5760
10.04.14;9680
11.04.14;8780
12.04.14;10986
13.04.14;10870
14.04.14;11221
15.04.14;7539
16.04.14;11998
17.04.14;8016
18.04.14;5289
19.04.14;8285
20.04.14;2405
21.04.14;2859
22.04.14;9303
23.04.14;8055
24.04.14;3715
25.04.14;1251
26.04.14;3512
27.04.14;3064
28.04.14;2122
29.04.14;3061
30.04.14;3108
01.05.14;1836
02.05.14;3618
03.05.14;5609
04.05.14;626
05.05.14;3315
06.05.14;6222
07.05.14;5091
08.05.14;4892
09.05.14;2610
10.05.14;1589
11.05.14;3447
12.05.14;3775
13.05.14;6054
14.05.14;2160
15.05.14;6911
16.05.14;5732
17.05.14;7749
18.05.14;5458
19.05.14;1245
20.05.14;1577
21.05.14;5297
22.05.14;4865
23.05.14;3498
24.05.14;6294
25.05.14;3373
26.05.14;2270
27.05.14;3445
28.05.14;2573
29.05.14;1570
30.05.14;2449
31.05.14;1928
01.06.14;1193
02.06.14;1262
03.06.14;2313
04.06.14;1969
05.06.14;2759
06.06.14;2394
07.06.14;1085
08.06.14;1486
09.06.14;1293
10.06.14;4056
11.06.14;3972
12.06.14;4477
13.06.14;5266
14.06.14;2811
15.06.14;4657
16.06.14;5156
17.06.14;4976
18.06.14;6639
19.06.14;7536
20.06.14;6866
21.06.14;8421
22.06.14;6113
23.06.14;3299
24.06.14;2508
25.06.14;2504
26.06.14;2178
27.06.14;2726
28.06.14;1933
29.06.14;3717
30.06.14;2242
01.07.14;1180
02.07.14;1617
03.07.14;5682
04.07.14;5395
05.07.14;7333
06.07.14;4398
07.07.14;6155
08.07.14;1738
09.07.14;2737
10.07.14;1907
11.07.14;1149
12.07.14;963
13.07.14;1553
14.07.14;1854
15.07.14;3637
16.07.14;2587
17.07.14;1960
18.07.14;394
19.07.14;1398
20.07.14;3309
21.07.14;1721
22.07.14;367
23.07.14;1049
24.07.14;2533
25.07.14;1090
26.07.14;1534
27.07.14;949
28.07.14;682
29.07.14;1390
30.07.14;2713
31.07.14;6080
01.08.14;3439
02.08.14;4360
03.08.14;3820
04.08.14;1240
05.08.14;805
06.08.14;1947
07.08.14;3037
08.08.14;1478
09.08.14;6545
10.08.14;8186
11.08.14;8882
12.08.14;6813
13.08.14;3836
14.08.14;1935
15.08.14;3594
16.08.14;2469
17.08.14;3075
18.08.14;5452
19.08.14;6289
20.08.14;6791
21.08.14;1810
22.08.14;1298
23.08.14;1773
24.08.14;3304
25.08.14;1910
26.08.14;793
27.08.14;628
28.08.14;1533
29.08.14;5408
30.08.14;5130
31.08.14;4067
01.09.14;4058
02.09.14;4864
03.09.14;6161
04.09.14;5822
05.09.14;2824
06.09.14;1877
07.09.14;2823
08.09.14;1998
09.09.14;3849
10.09.14;3855
11.09.14;6394
12.09.14;1823
13.09.14;4874
14.09.14;3907
15.09.14;4314
16.09.14;3472
17.09.14;3244
18.09.14;3060
19.09.14;3175
20.09.14;4773
21.09.14;9606
22.09.14;2703
23.09.14;2179
24.09.14;5368
25.09.14;6187
26.09.14;12872
27.09.14;11463
28.09.14;9861
29.09.14;5653
30.09.14;5765
01.10.14;8353
02.10.14;6365
03.10.14;9766
04.10.14;11152
05.10.14;7668
06.10.14;10860
07.10.14;10863
08.10.14;11234
09.10.14;11214
10.10.14;7822
11.10.14;3585
12.10.14;3087
13.10.14;1184
14.10.14;2051
15.10.14;3311
16.10.14;4130
17.10.14;2491
18.10.14;6475
19.10.14;7756
20.10.14;7628
21.10.14;11959
22.10.14;8971
23.10.14;11804
24.10.14;9993
25.10.14;8893
26.10.14;13268
27.10.14;12327
28.10.14;8628
29.10.14;9121
30.10.14;8935
31.10.14;7793
01.11.14;10625
02.11.14;9715
03.11.14;7338
04.11.14;8153
05.11.14;5320
06.11.14;9420
07.11.14;11357
08.11.14;10424
09.11.14;9214
10.11.14;4593
11.11.14;4687
12.11.14;9231
13.11.14;11051
14.11.14;8414
15.11.14;9327
16.11.14;8198
17.11.14;7610
18.11.14;5486
19.11.14;4797
20.11.14;3300
21.11.14;5370
22.11.14;5461
23.11.14;8398
24.11.14;5654
25.11.14;8067
26.11.14;5944
27.11.14;7297
28.11.14;7741
29.11.14;6570
30.11.14;7083
01.12.14;7684
02.12.14;10315
03.12.14;9273
04.12.14;6263
05.12.14;5535
06.12.14;9434
07.12.14;10015
08.12.14;9033
09.12.14;8535
10.12.14;12219
11.12.14;10668
12.12.14;7482
13.12.14;8867
14.12.14;11576
15.12.14;11959
16.12.14;6258
17.12.14;5827
18.12.14;7879
19.12.14;10733
20.12.14;7461
21.12.14;7971
22.12.14;10164
23.12.14;7876
24.12.14;3904
25.12.14;5685
26.12.14;4253
27.12.14;3111
28.12.14;4187
29.12.14;10150
30.12.14;12682
31.12.14;13025
01.01.15;12279
02.01.15;11264
03.01.15;10022
04.01.15;9550
05.01.15;6430
06.01.15;11546
07.01.15;7730
08.01.15;12930
09.01.15;6745
10.01.15;9310
11.01.15;8676
12.01.15;12214
13.01.15;12585
14.01.15;14241
15.01.15;11806
16.01.15;10035
17.01.15;8555
18.01.15;8358
19.01.15;7292
20.01.15;9946
21.01.15;8114
22.01.15;4314
23.01.15;11101
24.01.15;10771
25.01.15;7518
26.01.15;10286
27.01.15;9611
28.01.15;10533
29.01.15;8057
30.01.15;10613
31.01.15;7598
01.02.15;5491
02.02.15;6847
03.02.15;5100
04.02.15;3911
05.02.15;10770
06.02.15;11989
07.02.15;11687
08.02.15;12293
09.02.15;12107
10.02.15;10887
11.02.15;9985
12.02.15;6181
13.02.15;5858
14.02.15;5261
15.02.15;13447
16.02.15;12086
17.02.15;14143
18.02.15;12332
19.02.15;13627
20.02.15;9841
21.02.15;5759
22.02.15;4829
23.02.15;11003
24.02.15;9559
25.02.15;6665
26.02.15;9471
27.02.15;9422
28.02.15;12122
01.03.15;13085
02.03.15;7559
03.03.15;3995
04.03.15;4024
05.03.15;9890
06.03.15;11028
07.03.15;13859
08.03.15;11917
09.03.15;11792
10.03.15;9971
11.03.15;8578
12.03.15;9887
13.03.15;9051
14.03.15;3862
15.03.15;5710
16.03.15;7628
17.03.15;8073
18.03.15;5499
19.03.15;7251
20.03.15;5263
21.03.15;4501
22.03.15;12895
23.03.15;9860
24.03.15;2827
25.03.15;5860
26.03.15;7469
27.03.15;4690
28.03.15;8411
29.03.15;8216
30.03.15;5118
31.03.15;2687
01.04.15;7254
02.04.15;4972
03.04.15;1891
04.04.15;931
05.04.15;6645
06.04.15;11607
07.04.15;12872
08.04.15;11568
09.04.15;9144
10.04.15;8816
11.04.15;9705
12.04.15;11232
13.04.15;7579
14.04.15;9999
15.04.15;9504
16.04.15;7151
17.04.15;2429
18.04.15;6387
19.04.15;6306
20.04.15;3406
21.04.15;7146
22.04.15;10617
23.04.15;11454
24.04.15;5635
25.04.15;7912
26.04.15;7345
27.04.15;2101
28.04.15;2382
29.04.15;2697
30.04.15;1943
01.05.15;2333
02.05.15;3156
03.05.15;5509
04.05.15;8216
05.05.15;7884
06.05.15;10031
07.05.15;6808
08.05.15;8413
09.05.15;5661
10.05.15;6770
11.05.15;7699
12.05.15;4205
13.05.15;5875
14.05.15;7592
15.05.15;5336
16.05.15;6422
17.05.15;2374
18.05.15;4217
19.05.15;5406
20.05.15;2716
21.05.15;3718
22.05.15;8854
23.05.15;10159
24.05.15;6522
25.05.15;3180
26.05.15;2985
27.05.15;3950
28.05.15;4279
29.05.15;5120
30.05.15;3056
31.05.15;3795
01.06.15;11130
02.06.15;10551
03.06.15;8678
04.06.15;9480
05.06.15;7790
06.06.15;7331
07.06.15;5375
08.06.15;5901
09.06.15;10147
10.06.15;9444
11.06.15;8859
12.06.15;10767
13.06.15;3933
14.06.15;6092
15.06.15;7959
16.06.15;7439
17.06.15;4516
18.06.15;3141
19.06.15;2033
20.06.15;2834
21.06.15;2271
22.06.15;3057
23.06.15;3308
24.06.15;3863
25.06.15;4470
26.06.15;1700
27.06.15;1267
28.06.15;1573
29.06.15;2696
30.06.15;1740
01.07.15;3065
02.07.15;5535
03.07.15;4854
04.07.15;2785
05.07.15;3096
06.07.15;6122
07.07.15;3855
08.07.15;4534
09.07.15;7725
10.07.15;4547
11.07.15;2320
12.07.15;2185
13.07.15;2866
14.07.15;2995
15.07.15;3129
16.07.15;4147
17.07.15;2732
18.07.15;5700
19.07.15;2142
20.07.15;1570
21.07.15;3482
22.07.15;3754
23.07.15;3628
24.07.15;2489
25.07.15;1119
26.07.15;5044
27.07.15;7464
28.07.15;2699
29.07.15;3355
30.07.15;6131
31.07.15;5185
01.08.15;3197
02.08.15;1319
03.08.15;4274
04.08.15;6380
05.08.15;3690
06.08.15;4503
07.08.15;1897
08.08.15;3744
09.08.15;5053
10.08.15;4158
11.08.15;5541
12.08.15;8037
13.08.15;4115
14.08.15;6136
15.08.15;7712
16.08.15;4220
17.08.15;3197
18.08.15;4846
19.08.15;5037
20.08.15;4814
21.08.15;5657
22.08.15;4695
23.08.15;4334
24.08.15;6308
25.08.15;7091
26.08.15;6130
27.08.15;4809
28.08.15;10314
29.08.15;9388
30.08.15;5108
31.08.15;2534
01.09.15;5158
02.09.15;5108
03.09.15;4761
04.09.15;2043
05.09.15;7026
06.09.15;3685
07.09.15;4903
08.09.15;4419
09.09.15;4120
10.09.15;3887
11.09.15;6244
12.09.15;8581
13.09.15;8781
14.09.15;9143
15.09.15;8361
16.09.15;5516
17.09.15;5390
18.09.15;10185
19.09.15;8843
20.09.15;3285
21.09.15;1748
22.09.15;3856
23.09.15;2835
24.09.15;6237
25.09.15;6078
26.09.15;7119
27.09.15;3788
28.09.15;2082
29.09.15;10229
30.09.15;10969
01.10.15;9273
02.10.15;7546
03.10.15;5809
04.10.15;2993
05.10.15;7329
06.10.15;9917
07.10.15;9772
08.10.15;9592
09.10.15;4190
10.10.15;2147
11.10.15;2864
12.10.15;3836
13.10.15;5815
14.10.15;4889
15.10.15;10163
16.10.15;8015
17.10.15;4675
18.10.15;1986
19.10.15;3067
20.10.15;4822
21.10.15;10714
22.10.15;9460
23.10.15;6975
24.10.15;9618
25.10.15;10544
26.10.15;10297
27.10.15;6059
28.10.15;6217
29.10.15;7171
30.10.15;9440
31.10.15;8276
01.11.15;10418
02.11.15;10186
03.11.15;9358
04.11.15;4012
05.11.15;3692
06.11.15;5045
07.11.15;7133
08.11.15;6827
09.11.15;11469
10.11.15;8814
11.11.15;8383
12.11.15;6548
13.11.15;8081
14.11.15;9542
15.11.15;3373
16.11.15;8211
17.11.15;6115
18.11.15;3496
19.11.15;2319
20.11.15;2837
21.11.15;2094
22.11.15;2066
23.11.15;6848
24.11.15;5847
25.11.15;7471
26.11.15;9605
27.11.15;9755
28.11.15;8082
29.11.15;5705
30.11.15;8456
01.12.15;6250
02.12.15;7933
03.12.15;11916
04.12.15;9336
05.12.15;12086
06.12.15;9677
07.12.15;8165
08.12.15;8949
09.12.15;10052
10.12.15;13241
11.12.15;10678
12.12.15;4283
13.12.15;3272
14.12.15;6844
15.12.15;8629
16.12.15;9145
17.12.15;7685
18.12.15;13179
19.12.15;9358
20.12.15;9415
21.12.15;9235
22.12.15;9418
23.12.15;12440
24.12.15;11153
25.12.15;12055
26.12.15;9404
27.12.15;4360
28.12.15;7247
29.12.15;11493
30.12.15;11633
31.12.15;11406
01.01.16;8548
02.01.16;9421
03.01.16;9112
04.01.16;9801
05.01.16;7533
06.01.16;5406
07.01.16;6883
08.01.16;7217
09.01.16;9031
10.01.16;9100
11.01.16;7956
12.01.16;5809
13.01.16;7259
14.01.16;7366
15.01.16;4483
16.01.16;4594
17.01.16;6969
18.01.16;5615
19.01.16;3454
20.01.16;2992
21.01.16;3454
22.01.16;8134
23.01.16;6973
24.01.16;6271
25.01.16;6689
26.01.16;12553
27.01.16;7982
28.01.16;11139
29.01.16;12162
30.01.16;12014
31.01.16;6911
01.02.16;8494
02.02.16;5861
03.02.16;7121
04.02.16;6737
05.02.16;6416
06.02.16;9662
07.02.16;9945
08.02.16;9396
09.02.16;3934
10.02.16;5012
11.02.16;6233
12.02.16;4074
13.02.16;2465
14.02.16;4027
15.02.16;2297
16.02.16;9586
17.02.16;11393
18.02.16;7976
19.02.16;10469
20.02.16;11340
21.02.16;9383
22.02.16;5533
23.02.16;8902
24.02.16;5358
25.02.16;2622
26.02.16;2400
27.02.16;2716
28.02.16;2155
29.02.16;7035
01.03.16;10911
