,region,statistikkvariabel,tid,boligbygging
0,0 Hele landet,Igangsatte boliger,1993-01-01,1072.0
1,0 Hele landet,Igangsatte boliger,1993-02-01,967.0
2,0 Hele landet,Igangsatte boliger,1993-03-01,1011.0
3,0 Hele landet,Igangsatte boliger,1993-04-01,915.0
4,0 Hele landet,Igangsatte boliger,1993-05-01,1093.0
5,0 Hele landet,Igangsatte boliger,1993-06-01,1126.0
6,0 Hele landet,Igangsatte boliger,1993-07-01,1393.0
7,0 Hele landet,Igangsatte boliger,1993-08-01,1400.0
8,0 Hele landet,Igangsatte boliger,1993-09-01,1654.0
9,0 Hele landet,Igangsatte boliger,1993-10-01,1684.0
10,0 Hele landet,Igangsatte boliger,1993-11-01,2057.0
11,0 Hele landet,Igangsatte boliger,1993-12-01,1516.0
12,0 Hele landet,Igangsatte boliger,1994-01-01,1417.0
13,0 Hele landet,Igangsatte boliger,1994-02-01,1149.0
14,0 Hele landet,Igangsatte boliger,1994-03-01,1288.0
15,0 Hele landet,Igangsatte boliger,1994-04-01,1422.0
16,0 Hele landet,Igangsatte boliger,1994-05-01,1680.0
17,0 Hele landet,Igangsatte boliger,1994-06-01,1810.0
18,0 Hele landet,Igangsatte boliger,1994-07-01,1622.0
19,0 Hele landet,Igangsatte boliger,1994-08-01,2173.0
20,0 Hele landet,Igangsatte boliger,1994-09-01,1939.0
21,0 Hele landet,Igangsatte boliger,1994-10-01,2279.0
22,0 Hele landet,Igangsatte boliger,1994-11-01,2222.0
23,0 Hele landet,Igangsatte boliger,1994-12-01,1976.0
24,0 Hele landet,Igangsatte boliger,1995-01-01,1783.0
25,0 Hele landet,Igangsatte boliger,1995-02-01,1290.0
26,0 Hele landet,Igangsatte boliger,1995-03-01,986.0
27,0 Hele landet,Igangsatte boliger,1995-04-01,1449.0
28,0 Hele landet,Igangsatte boliger,1995-05-01,1644.0
29,0 Hele landet,Igangsatte boliger,1995-06-01,1760.0
30,0 Hele landet,Igangsatte boliger,1995-07-01,1464.0
31,0 Hele landet,Igangsatte boliger,1995-08-01,1892.0
32,0 Hele landet,Igangsatte boliger,1995-09-01,1733.0
33,0 Hele landet,Igangsatte boliger,1995-10-01,2371.0
34,0 Hele landet,Igangsatte boliger,1995-11-01,2074.0
35,0 Hele landet,Igangsatte boliger,1995-12-01,1275.0
36,0 Hele landet,Igangsatte boliger,1996-01-01,1196.0
37,0 Hele landet,Igangsatte boliger,1996-02-01,1063.0
38,0 Hele landet,Igangsatte boliger,1996-03-01,920.0
39,0 Hele landet,Igangsatte boliger,1996-04-01,1298.0
40,0 Hele landet,Igangsatte boliger,1996-05-01,1549.0
41,0 Hele landet,Igangsatte boliger,1996-06-01,1812.0
42,0 Hele landet,Igangsatte boliger,1996-07-01,1337.0
43,0 Hele landet,Igangsatte boliger,1996-08-01,1732.0
44,0 Hele landet,Igangsatte boliger,1996-09-01,1799.0
45,0 Hele landet,Igangsatte boliger,1996-10-01,2167.0
46,0 Hele landet,Igangsatte boliger,1996-11-01,1503.0
47,0 Hele landet,Igangsatte boliger,1996-12-01,1892.0
48,0 Hele landet,Igangsatte boliger,1997-01-01,1527.0
49,0 Hele landet,Igangsatte boliger,1997-02-01,1288.0
50,0 Hele landet,Igangsatte boliger,1997-03-01,1330.0
51,0 Hele landet,Igangsatte boliger,1997-04-01,1896.0
52,0 Hele landet,Igangsatte boliger,1997-05-01,1546.0
53,0 Hele landet,Igangsatte boliger,1997-06-01,1721.0
54,0 Hele landet,Igangsatte boliger,1997-07-01,1586.0
55,0 Hele landet,Igangsatte boliger,1997-08-01,1987.0
56,0 Hele landet,Igangsatte boliger,1997-09-01,2057.0
57,0 Hele landet,Igangsatte boliger,1997-10-01,2210.0
58,0 Hele landet,Igangsatte boliger,1997-11-01,2087.0
59,0 Hele landet,Igangsatte boliger,1997-12-01,1545.0
60,0 Hele landet,Igangsatte boliger,1998-01-01,1365.0
61,0 Hele landet,Igangsatte boliger,1998-02-01,1884.0
62,0 Hele landet,Igangsatte boliger,1998-03-01,1529.0
63,0 Hele landet,Igangsatte boliger,1998-04-01,1721.0
64,0 Hele landet,Igangsatte boliger,1998-05-01,1370.0
65,0 Hele landet,Igangsatte boliger,1998-06-01,1272.0
66,0 Hele landet,Igangsatte boliger,1998-07-01,1467.0
67,0 Hele landet,Igangsatte boliger,1998-08-01,1450.0
68,0 Hele landet,Igangsatte boliger,1998-09-01,1612.0
69,0 Hele landet,Igangsatte boliger,1998-10-01,2101.0
70,0 Hele landet,Igangsatte boliger,1998-11-01,1886.0
71,0 Hele landet,Igangsatte boliger,1998-12-01,1723.0
72,0 Hele landet,Igangsatte boliger,1999-01-01,1375.0
73,0 Hele landet,Igangsatte boliger,1999-02-01,991.0
74,0 Hele landet,Igangsatte boliger,1999-03-01,1353.0
75,0 Hele landet,Igangsatte boliger,1999-04-01,1459.0
76,0 Hele landet,Igangsatte boliger,1999-05-01,1313.0
77,0 Hele landet,Igangsatte boliger,1999-06-01,1948.0
78,0 Hele landet,Igangsatte boliger,1999-07-01,1374.0
79,0 Hele landet,Igangsatte boliger,1999-08-01,2044.0
80,0 Hele landet,Igangsatte boliger,1999-09-01,2268.0
81,0 Hele landet,Igangsatte boliger,1999-10-01,1870.0
82,0 Hele landet,Igangsatte boliger,1999-11-01,2153.0
83,0 Hele landet,Igangsatte boliger,1999-12-01,2156.0
84,0 Hele landet,Igangsatte boliger,2000-01-01,2117.0
85,0 Hele landet,Igangsatte boliger,2000-02-01,1914.0
86,0 Hele landet,Igangsatte boliger,2000-03-01,2057.0
87,0 Hele landet,Igangsatte boliger,2000-04-01,1090.0
88,0 Hele landet,Igangsatte boliger,2000-05-01,1520.0
89,0 Hele landet,Igangsatte boliger,2000-06-01,1751.0
90,0 Hele landet,Igangsatte boliger,2000-07-01,1336.0
91,0 Hele landet,Igangsatte boliger,2000-08-01,2020.0
92,0 Hele landet,Igangsatte boliger,2000-09-01,2703.0
93,0 Hele landet,Igangsatte boliger,2000-10-01,2481.0
94,0 Hele landet,Igangsatte boliger,2000-11-01,2382.0
95,0 Hele landet,Igangsatte boliger,2000-12-01,2089.0
96,0 Hele landet,Igangsatte boliger,2001-01-01,2486.0
97,0 Hele landet,Igangsatte boliger,2001-02-01,2041.0
98,0 Hele landet,Igangsatte boliger,2001-03-01,2230.0
99,0 Hele landet,Igangsatte boliger,2001-04-01,1608.0
100,0 Hele landet,Igangsatte boliger,2001-05-01,1830.0
101,0 Hele landet,Igangsatte boliger,2001-06-01,2133.0
102,0 Hele landet,Igangsatte boliger,2001-07-01,1883.0
103,0 Hele landet,Igangsatte boliger,2001-08-01,2160.0
104,0 Hele landet,Igangsatte boliger,2001-09-01,2472.0
105,0 Hele landet,Igangsatte boliger,2001-10-01,2281.0
106,0 Hele landet,Igangsatte boliger,2001-11-01,2328.0
107,0 Hele landet,Igangsatte boliger,2001-12-01,1637.0
108,0 Hele landet,Igangsatte boliger,2002-01-01,2152.0
109,0 Hele landet,Igangsatte boliger,2002-02-01,2126.0
110,0 Hele landet,Igangsatte boliger,2002-03-01,1668.0
111,0 Hele landet,Igangsatte boliger,2002-04-01,1607.0
112,0 Hele landet,Igangsatte boliger,2002-05-01,1541.0
113,0 Hele landet,Igangsatte boliger,2002-06-01,1883.0
114,0 Hele landet,Igangsatte boliger,2002-07-01,1058.0
115,0 Hele landet,Igangsatte boliger,2002-08-01,2027.0
116,0 Hele landet,Igangsatte boliger,2002-09-01,2418.0
117,0 Hele landet,Igangsatte boliger,2002-10-01,2062.0
118,0 Hele landet,Igangsatte boliger,2002-11-01,2281.0
119,0 Hele landet,Igangsatte boliger,2002-12-01,1611.0
120,0 Hele landet,Igangsatte boliger,2003-01-01,2604.0
121,0 Hele landet,Igangsatte boliger,2003-02-01,1390.0
122,0 Hele landet,Igangsatte boliger,2003-03-01,1920.0
123,0 Hele landet,Igangsatte boliger,2003-04-01,1220.0
124,0 Hele landet,Igangsatte boliger,2003-05-01,1372.0
125,0 Hele landet,Igangsatte boliger,2003-06-01,2148.0
126,0 Hele landet,Igangsatte boliger,2003-07-01,1318.0
127,0 Hele landet,Igangsatte boliger,2003-08-01,1983.0
128,0 Hele landet,Igangsatte boliger,2003-09-01,2019.0
129,0 Hele landet,Igangsatte boliger,2003-10-01,2671.0
130,0 Hele landet,Igangsatte boliger,2003-11-01,1944.0
131,0 Hele landet,Igangsatte boliger,2003-12-01,1898.0
132,0 Hele landet,Igangsatte boliger,2004-01-01,2186.0
133,0 Hele landet,Igangsatte boliger,2004-02-01,2346.0
134,0 Hele landet,Igangsatte boliger,2004-03-01,1291.0
135,0 Hele landet,Igangsatte boliger,2004-04-01,2295.0
136,0 Hele landet,Igangsatte boliger,2004-05-01,2188.0
137,0 Hele landet,Igangsatte boliger,2004-06-01,3537.0
138,0 Hele landet,Igangsatte boliger,2004-07-01,1768.0
139,0 Hele landet,Igangsatte boliger,2004-08-01,2775.0
140,0 Hele landet,Igangsatte boliger,2004-09-01,2235.0
141,0 Hele landet,Igangsatte boliger,2004-10-01,3772.0
142,0 Hele landet,Igangsatte boliger,2004-11-01,2916.0
143,0 Hele landet,Igangsatte boliger,2004-12-01,2157.0
144,0 Hele landet,Igangsatte boliger,2005-01-01,3179.0
145,0 Hele landet,Igangsatte boliger,2005-02-01,2453.0
146,0 Hele landet,Igangsatte boliger,2005-03-01,1727.0
147,0 Hele landet,Igangsatte boliger,2005-04-01,2997.0
148,0 Hele landet,Igangsatte boliger,2005-05-01,2719.0
149,0 Hele landet,Igangsatte boliger,2005-06-01,1836.0
150,0 Hele landet,Igangsatte boliger,2005-07-01,1689.0
151,0 Hele landet,Igangsatte boliger,2005-08-01,2469.0
152,0 Hele landet,Igangsatte boliger,2005-09-01,2424.0
153,0 Hele landet,Igangsatte boliger,2005-10-01,3284.0
154,0 Hele landet,Igangsatte boliger,2005-11-01,3677.0
155,0 Hele landet,Igangsatte boliger,2005-12-01,3154.0
156,0 Hele landet,Igangsatte boliger,2006-01-01,2907.0
157,0 Hele landet,Igangsatte boliger,2006-02-01,2101.0
158,0 Hele landet,Igangsatte boliger,2006-03-01,3338.0
159,0 Hele landet,Igangsatte boliger,2006-04-01,2508.0
160,0 Hele landet,Igangsatte boliger,2006-05-01,2065.0
161,0 Hele landet,Igangsatte boliger,2006-06-01,2980.0
162,0 Hele landet,Igangsatte boliger,2006-07-01,1520.0
163,0 Hele landet,Igangsatte boliger,2006-08-01,2451.0
164,0 Hele landet,Igangsatte boliger,2006-09-01,2540.0
165,0 Hele landet,Igangsatte boliger,2006-10-01,3582.0
166,0 Hele landet,Igangsatte boliger,2006-11-01,3111.0
167,0 Hele landet,Igangsatte boliger,2006-12-01,3659.0
168,0 Hele landet,Igangsatte boliger,2007-01-01,3625.0
169,0 Hele landet,Igangsatte boliger,2007-02-01,2454.0
170,0 Hele landet,Igangsatte boliger,2007-03-01,2189.0
171,0 Hele landet,Igangsatte boliger,2007-04-01,3057.0
172,0 Hele landet,Igangsatte boliger,2007-05-01,2448.0
173,0 Hele landet,Igangsatte boliger,2007-06-01,2709.0
174,0 Hele landet,Igangsatte boliger,2007-07-01,1497.0
175,0 Hele landet,Igangsatte boliger,2007-08-01,2699.0
176,0 Hele landet,Igangsatte boliger,2007-09-01,2889.0
177,0 Hele landet,Igangsatte boliger,2007-10-01,3179.0
178,0 Hele landet,Igangsatte boliger,2007-11-01,3674.0
179,0 Hele landet,Igangsatte boliger,2007-12-01,1982.0
180,0 Hele landet,Igangsatte boliger,2008-01-01,2679.0
181,0 Hele landet,Igangsatte boliger,2008-02-01,1967.0
182,0 Hele landet,Igangsatte boliger,2008-03-01,1859.0
183,0 Hele landet,Igangsatte boliger,2008-04-01,1786.0
184,0 Hele landet,Igangsatte boliger,2008-05-01,2149.0
185,0 Hele landet,Igangsatte boliger,2008-06-01,2512.0
186,0 Hele landet,Igangsatte boliger,2008-07-01,1114.0
187,0 Hele landet,Igangsatte boliger,2008-08-01,2358.0
188,0 Hele landet,Igangsatte boliger,2008-09-01,2655.0
189,0 Hele landet,Igangsatte boliger,2008-10-01,2244.0
190,0 Hele landet,Igangsatte boliger,2008-11-01,3007.0
191,0 Hele landet,Igangsatte boliger,2008-12-01,1587.0
192,0 Hele landet,Igangsatte boliger,2009-01-01,2383.0
193,0 Hele landet,Igangsatte boliger,2009-02-01,1586.0
194,0 Hele landet,Igangsatte boliger,2009-03-01,1571.0
195,0 Hele landet,Igangsatte boliger,2009-04-01,1193.0
196,0 Hele landet,Igangsatte boliger,2009-05-01,1656.0
197,0 Hele landet,Igangsatte boliger,2009-06-01,1502.0
198,0 Hele landet,Igangsatte boliger,2009-07-01,761.0
199,0 Hele landet,Igangsatte boliger,2009-08-01,1655.0
200,0 Hele landet,Igangsatte boliger,2009-09-01,1903.0
201,0 Hele landet,Igangsatte boliger,2009-10-01,2017.0
202,0 Hele landet,Igangsatte boliger,2009-11-01,2062.0
203,0 Hele landet,Igangsatte boliger,2009-12-01,1287.0
204,0 Hele landet,Igangsatte boliger,2010-01-01,2325.0
205,0 Hele landet,Igangsatte boliger,2010-02-01,1748.0
206,0 Hele landet,Igangsatte boliger,2010-03-01,1377.0
207,0 Hele landet,Igangsatte boliger,2010-04-01,1697.0
208,0 Hele landet,Igangsatte boliger,2010-05-01,1305.0
209,0 Hele landet,Igangsatte boliger,2010-06-01,1539.0
210,0 Hele landet,Igangsatte boliger,2010-07-01,1295.0
211,0 Hele landet,Igangsatte boliger,2010-08-01,1637.0
212,0 Hele landet,Igangsatte boliger,2010-09-01,1927.0
213,0 Hele landet,Igangsatte boliger,2010-10-01,2072.0
214,0 Hele landet,Igangsatte boliger,2010-11-01,2777.0
215,0 Hele landet,Igangsatte boliger,2010-12-01,1579.0
216,0 Hele landet,Igangsatte boliger,2011-01-01,3051.0
217,0 Hele landet,Igangsatte boliger,2011-02-01,2125.0
218,0 Hele landet,Igangsatte boliger,2011-03-01,2643.0
219,0 Hele landet,Igangsatte boliger,2011-04-01,2583.0
220,0 Hele landet,Igangsatte boliger,2011-05-01,2118.0
221,0 Hele landet,Igangsatte boliger,2011-06-01,1943.0
222,0 Hele landet,Igangsatte boliger,2011-07-01,1706.0
223,0 Hele landet,Igangsatte boliger,2011-08-01,2052.0
224,0 Hele landet,Igangsatte boliger,2011-09-01,2130.0
225,0 Hele landet,Igangsatte boliger,2011-10-01,3000.0
226,0 Hele landet,Igangsatte boliger,2011-11-01,2551.0
227,0 Hele landet,Igangsatte boliger,2011-12-01,1833.0
228,0 Hele landet,Igangsatte boliger,2012-01-01,2509.0
229,0 Hele landet,Igangsatte boliger,2012-02-01,1785.0
230,0 Hele landet,Igangsatte boliger,2012-03-01,2471.0
231,0 Hele landet,Igangsatte boliger,2012-04-01,2114.0
232,0 Hele landet,Igangsatte boliger,2012-05-01,2425.0
233,0 Hele landet,Igangsatte boliger,2012-06-01,2902.0
234,0 Hele landet,Igangsatte boliger,2012-07-01,2133.0
235,0 Hele landet,Igangsatte boliger,2012-08-01,2712.0
236,0 Hele landet,Igangsatte boliger,2012-09-01,3288.0
237,0 Hele landet,Igangsatte boliger,2012-10-01,2641.0
238,0 Hele landet,Igangsatte boliger,2012-11-01,2928.0
239,0 Hele landet,Igangsatte boliger,2012-12-01,2234.0
240,0 Hele landet,Igangsatte boliger,2013-01-01,2972.0
241,0 Hele landet,Igangsatte boliger,2013-02-01,2815.0
242,0 Hele landet,Igangsatte boliger,2013-03-01,2106.0
243,0 Hele landet,Igangsatte boliger,2013-04-01,2415.0
244,0 Hele landet,Igangsatte boliger,2013-05-01,2017.0
245,0 Hele landet,Igangsatte boliger,2013-06-01,2464.0
246,0 Hele landet,Igangsatte boliger,2013-07-01,1612.0
247,0 Hele landet,Igangsatte boliger,2013-08-01,2538.0
248,0 Hele landet,Igangsatte boliger,2013-09-01,2833.0
249,0 Hele landet,Igangsatte boliger,2013-10-01,2899.0
250,0 Hele landet,Igangsatte boliger,2013-11-01,3065.0
251,0 Hele landet,Igangsatte boliger,2013-12-01,2516.0
252,0 Hele landet,Igangsatte boliger,2014-01-01,1837.0
253,0 Hele landet,Igangsatte boliger,2014-02-01,1884.0
254,0 Hele landet,Igangsatte boliger,2014-03-01,2425.0
255,0 Hele landet,Igangsatte boliger,2014-04-01,1643.0
256,0 Hele landet,Igangsatte boliger,2014-05-01,3224.0
257,0 Hele landet,Igangsatte boliger,2014-06-01,2734.0
258,0 Hele landet,Igangsatte boliger,2014-07-01,2234.0
259,0 Hele landet,Igangsatte boliger,2014-08-01,2162.0
260,0 Hele landet,Igangsatte boliger,2014-09-01,1771.0
261,0 Hele landet,Igangsatte boliger,2014-10-01,2703.0
262,0 Hele landet,Igangsatte boliger,2014-11-01,2672.0
263,0 Hele landet,Igangsatte boliger,2014-12-01,1841.0
264,0 Hele landet,Igangsatte boliger,2015-01-01,2479.0
265,0 Hele landet,Igangsatte boliger,2015-02-01,1828.0
266,0 Hele landet,Igangsatte boliger,2015-03-01,2916.0
267,0 Hele landet,Igangsatte boliger,2015-04-01,2681.0
268,0 Hele landet,Igangsatte boliger,2015-05-01,2360.0
269,0 Hele landet,Igangsatte boliger,2015-06-01,2688.0
270,0 Hele landet,Igangsatte boliger,2015-07-01,1930.0
271,0 Hele landet,Igangsatte boliger,2015-08-01,2480.0
272,0 Hele landet,Igangsatte boliger,2015-09-01,2709.0
273,0 Hele landet,Igangsatte boliger,2015-10-01,3649.0
274,0 Hele landet,Igangsatte boliger,2015-11-01,2976.0
275,0 Hele landet,Igangsatte boliger,2015-12-01,2231.0
276,0 Hele landet,Igangsatte boliger,2016-01-01,2498.0
277,0 Hele landet,Igangsatte boliger,2016-02-01,2497.0
278,0 Hele landet,Igangsatte boliger,2016-03-01,2679.0
279,0 Hele landet,Igangsatte boliger,2016-04-01,2990.0
280,0 Hele landet,Igangsatte boliger,2016-05-01,2977.0
281,0 Hele landet,Igangsatte boliger,2016-06-01,3808.0
282,0 Hele landet,Igangsatte boliger,2016-07-01,2215.0
283,0 Hele landet,Igangsatte boliger,2016-08-01,3340.0
284,0 Hele landet,Igangsatte boliger,2016-09-01,3228.0
285,0 Hele landet,Igangsatte boliger,2016-10-01,3359.0
286,0 Hele landet,Igangsatte boliger,2016-11-01,3806.0
287,0 Hele landet,Igangsatte boliger,2016-12-01,3133.0
288,0 Hele landet,Igangsatte boliger,2017-01-01,3062.0
289,0 Hele landet,Igangsatte boliger,2017-02-01,2608.0
290,0 Hele landet,Igangsatte boliger,2017-03-01,3554.0
291,0 Hele landet,Igangsatte boliger,2017-04-01,2934.0
292,0 Hele landet,Igangsatte boliger,2017-05-01,2424.0
293,0 Hele landet,Igangsatte boliger,2017-06-01,4138.0
294,0 Hele landet,Igangsatte boliger,2017-07-01,3114.0
295,0 Hele landet,Igangsatte boliger,2017-08-01,2286.0
296,0 Hele landet,Igangsatte boliger,2017-09-01,3036.0
297,0 Hele landet,Igangsatte boliger,2017-10-01,2882.0
298,0 Hele landet,Igangsatte boliger,2017-11-01,2820.0
299,0 Hele landet,Igangsatte boliger,2017-12-01,2436.0
300,0 Hele landet,Igangsatte boliger,2018-01-01,2648.0
301,0 Hele landet,Igangsatte boliger,2018-02-01,2368.0
302,0 Hele landet,Igangsatte boliger,2018-03-01,2315.0
303,0 Hele landet,Igangsatte boliger,2018-04-01,2480.0
304,0 Hele landet,Igangsatte boliger,2018-05-01,2181.0
305,0 Hele landet,Igangsatte boliger,2018-06-01,2396.0
306,0 Hele landet,Igangsatte boliger,2018-07-01,2570.0
307,0 Hele landet,Igangsatte boliger,2018-08-01,3004.0
308,0 Hele landet,Igangsatte boliger,2018-09-01,2536.0
309,0 Hele landet,Igangsatte boliger,2018-10-01,3227.0
310,0 Hele landet,Igangsatte boliger,2018-11-01,3337.0
311,0 Hele landet,Igangsatte boliger,2018-12-01,2465.0
312,0 Hele landet,Igangsatte boliger,2019-01-01,2966.0
313,0 Hele landet,Igangsatte boliger,2019-02-01,2355.0
314,0 Hele landet,Igangsatte boliger,2019-03-01,2354.0
315,0 Hele landet,Igangsatte boliger,2019-04-01,3094.0
316,0 Hele landet,Igangsatte boliger,2019-05-01,2618.0
317,0 Hele landet,Igangsatte boliger,2019-06-01,3059.0
318,0 Hele landet,Igangsatte boliger,2019-07-01,2926.0
319,0 Hele landet,Igangsatte boliger,2019-08-01,2729.0
320,0 Hele landet,Igangsatte boliger,2019-09-01,2748.0
321,0 Hele landet,Igangsatte boliger,2019-10-01,2586.0
322,0 Hele landet,Igangsatte boliger,2019-11-01,2696.0
323,0 Hele landet,Igangsatte boliger,2019-12-01,1643.0
324,0 Hele landet,Igangsatte boliger,2020-01-01,2217.0
325,0 Hele landet,Igangsatte boliger,2020-02-01,2016.0
326,0 Hele landet,Igangsatte boliger,2020-03-01,2579.0
327,0 Hele landet,Igangsatte boliger,2020-04-01,2225.0
328,0 Hele landet,Igangsatte boliger,2020-05-01,2523.0
329,0 Hele landet,Igangsatte boliger,2020-06-01,2662.0
330,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-01-01,124.3
331,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-02-01,121.2
332,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-03-01,128.9
333,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-04-01,124.9
334,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-05-01,153.9
335,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-06-01,163.0
336,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-07-01,175.6
337,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-08-01,198.6
338,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-09-01,227.6
339,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-10-01,226.6
340,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-11-01,259.8
341,0 Hele landet,Igangsatt bruksareal (1 000 m2),1993-12-01,194.8
342,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-01-01,175.1
343,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-02-01,156.0
344,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-03-01,161.8
345,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-04-01,199.7
346,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-05-01,236.9
347,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-06-01,256.2
348,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-07-01,250.5
349,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-08-01,310.7
350,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-09-01,290.5
351,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-10-01,324.4
352,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-11-01,312.2
353,0 Hele landet,Igangsatt bruksareal (1 000 m2),1994-12-01,261.7
354,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-01-01,234.9
355,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-02-01,173.2
356,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-03-01,143.5
357,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-04-01,218.0
358,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-05-01,243.0
359,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-06-01,237.0
360,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-07-01,220.9
361,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-08-01,284.2
362,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-09-01,245.0
363,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-10-01,337.1
364,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-11-01,282.4
365,0 Hele landet,Igangsatt bruksareal (1 000 m2),1995-12-01,179.6
366,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-01-01,184.8
367,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-02-01,154.6
368,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-03-01,139.9
369,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-04-01,185.8
370,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-05-01,231.9
371,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-06-01,280.1
372,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-07-01,218.3
373,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-08-01,278.5
374,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-09-01,292.8
375,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-10-01,325.7
376,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-11-01,221.3
377,0 Hele landet,Igangsatt bruksareal (1 000 m2),1996-12-01,247.9
378,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-01-01,219.6
379,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-02-01,199.2
380,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-03-01,203.0
381,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-04-01,281.3
382,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-05-01,234.0
383,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-06-01,282.6
384,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-07-01,245.2
385,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-08-01,299.2
386,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-09-01,311.1
387,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-10-01,332.7
388,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-11-01,305.6
389,0 Hele landet,Igangsatt bruksareal (1 000 m2),1997-12-01,217.3
390,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-01-01,205.9
391,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-02-01,266.2
392,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-03-01,215.2
393,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-04-01,244.3
394,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-05-01,201.6
395,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-06-01,208.4
396,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-07-01,224.6
397,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-08-01,221.6
398,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-09-01,262.4
399,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-10-01,297.8
400,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-11-01,263.6
401,0 Hele landet,Igangsatt bruksareal (1 000 m2),1998-12-01,276.8
402,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-01-01,201.4
403,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-02-01,149.5
404,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-03-01,171.4
405,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-04-01,232.3
406,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-05-01,180.1
407,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-06-01,288.2
408,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-07-01,207.0
409,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-08-01,294.8
410,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-09-01,306.9
411,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-10-01,289.2
412,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-11-01,300.1
413,0 Hele landet,Igangsatt bruksareal (1 000 m2),1999-12-01,301.0
414,0 Hele landet,Igangsatt bruksareal (1 000 m2),2000-01-01,287.5
