DK1,DK2,EE,FI,LT,LV,SE1,SE2,SE3,SE4,date,DK,SE
25324,10534,3912.0,,5683,784.0,2545.0,5787.0,19926.0,17315.0,2016-10-04,35858,45573.0
35195,11920,4648.0,,7494,1136.0,5628.0,8123.0,23281.0,22819.0,2016-10-05,47115,59851.0
42491,13624,3826.0,,6179,878.0,3757.0,12898.0,29232.0,26369.0,2016-10-06,56115,72256.0
32362,9724,4006.0,,2580,613.0,1033.0,11164.0,28925.0,18800.0,2016-10-07,42086,59922.0
30755,9061,3996.0,,2357,477.0,816.0,13966.0,28096.0,18554.0,2016-10-08,39816,61432.0
29980,3422,2877.0,,2814,323.0,536.0,11242.0,29146.0,16341.0,2016-10-09,33402,57265.0
28843,5571,2977.0,,2966,399.0,492.0,3223.0,26593.0,16837.0,2016-10-10,34414,47145.0
37702,14202,734.0,,4330,334.0,445.0,759.0,14252.0,17772.0,2016-10-11,51904,33228.0
33893,10808,111.0,,3730,205.0,1303.0,1032.0,6744.0,14772.0,2016-10-12,44701,23851.0
36608,10498,125.0,,2169,101.0,728.0,248.0,4927.0,14948.0,2016-10-13,47106,20851.0
58236,15729,70.0,,1624,131.0,256.0,1052.0,14294.0,22830.0,2016-10-14,73965,38432.0
62062,14901,442.0,,5748,529.0,4176.0,8212.0,26226.0,29325.0,2016-10-15,76963,67939.0
29166,3622,265.0,,5263,366.0,2561.0,13734.0,17569.0,16976.0,2016-10-16,32788,50840.0
31428,5423,655.0,,5253,440.0,1925.0,14578.0,11389.0,12399.0,2016-10-17,36851,40291.0
17403,2442,1331.0,,4362,301.0,4747.0,14555.0,5705.0,3102.0,2016-10-18,19845,28109.0
20151,2551,1313.0,,3529,282.0,1793.0,3628.0,8086.0,7640.0,2016-10-19,22702,21147.0
29947,4139,1323.0,,4280,299.0,49.0,3322.0,17323.0,10539.0,2016-10-20,34086,31233.0
41787,5521,1692.0,,6079,474.0,595.0,5175.0,24181.0,19397.0,2016-10-21,47308,49348.0
40698,3685,3056.0,,6519,662.0,1547.0,8054.0,31949.0,18251.0,2016-10-22,44383,59801.0
23042,1211,3062.0,,3645,512.0,1715.0,9392.0,26594.0,7413.0,2016-10-23,24253,45114.0
11851,1465,1904.0,,5972,522.0,2609.0,5289.0,15865.0,7243.0,2016-10-24,13316,31006.0
3577,783,953.0,,1217,57.0,1082.0,899.0,5221.0,4580.0,2016-10-25,4360,11782.0
21081,2003,656.0,,1309,95.0,915.0,3502.0,12490.0,4928.0,2016-10-26,23084,21835.0
31677,7394,3471.0,,3708,764.0,4572.0,14766.0,29387.0,14194.0,2016-10-27,39071,62919.0
60679,16968,4447.0,,8621,1152.0,3835.0,22318.0,37368.0,30696.0,2016-10-28,77647,94217.0
53800,17305,4074.0,,7424,891.0,4022.0,33756.0,34111.0,25680.0,2016-10-29,71105,97569.0
7010,3862,2331.0,,5700,659.0,6285.0,21557.0,18598.0,11751.0,2016-10-30,10872,58191.0
9844,1177,962.0,,1540,145.0,1999.0,4332.0,5473.0,2302.0,2016-10-31,11021,14106.0
52675,13769,1130.0,,3911,478.0,353.0,6598.0,21593.0,21323.0,2016-11-01,66444,49867.0
32806,14526,3127.0,,3279,199.0,2027.0,11641.0,32324.0,22938.0,2016-11-02,47332,68930.0
9352,2473,1395.0,,2254,261.0,2476.0,6616.0,7344.0,7830.0,2016-11-03,11825,24266.0
10665,8718,538.0,,640,44.0,3115.0,7041.0,12305.0,8766.0,2016-11-04,19383,31227.0
27585,4117,338.0,,5537,551.0,2933.0,11329.0,36409.0,19134.0,2016-11-05,31702,69805.0
57265,6965,3435.0,,3603,659.0,3267.0,13575.0,38931.0,25442.0,2016-11-06,64230,81215.0
32012,7951,2796.0,,123,105.0,3846.0,20599.0,25302.0,15355.0,2016-11-07,39963,65102.0
9622,5944,472.0,,1116,37.0,3990.0,24487.0,17869.0,4543.0,2016-11-08,15566,50889.0
20353,4998,774.0,,2252,165.0,2741.0,16852.0,10103.0,7655.0,2016-11-09,25351,37351.0
12238,3012,926.0,,623,131.0,1128.0,10051.0,5535.0,5156.0,2016-11-10,15250,21870.0
8163,2535,751.0,,387,8.0,2657.0,6897.0,4480.0,4674.0,2016-11-11,10698,18708.0
22446,1796,478.0,,671,129.0,1618.0,10141.0,16767.0,3067.0,2016-11-12,24242,31593.0
27411,5967,298.0,,1027,139.0,3196.0,4183.0,16239.0,7828.0,2016-11-13,33378,31446.0
45228,12396,131.0,,4279,168.0,7594.0,19093.0,17986.0,12895.0,2016-11-14,57624,57568.0
38026,13744,1931.0,,5415,602.0,7569.0,16183.0,18577.0,17641.0,2016-11-15,51770,59970.0
36013,8748,1237.0,,3088,197.0,4740.0,21030.0,20165.0,10997.0,2016-11-16,44761,56932.0
39908,10123,2830.0,,4981,467.0,4963.0,23845.0,27231.0,14592.0,2016-11-17,50031,70631.0
51096,15812,3338.0,,7837,844.0,5197.0,13628.0,27184.0,23080.0,2016-11-18,66908,69089.0
41892,12363,3294.0,,3891,594.0,3649.0,18966.0,30044.0,17313.0,2016-11-19,54255,69972.0
50261,16174,1855.0,,4701,424.0,3630.0,15755.0,20411.0,21466.0,2016-11-20,66435,61262.0
25689,9210,4905.0,,7468,698.0,3576.0,17819.0,22755.0,16044.0,2016-11-21,34899,60194.0
32841,5290,3584.0,,6674,612.0,3006.0,17047.0,18074.0,8905.0,2016-11-22,38131,47032.0
28611,940,3077.0,,2647,329.0,1534.0,14562.0,23452.0,7156.0,2016-11-23,29551,46704.0
17330,1869,4251.0,,3268,700.0,2714.0,24725.0,21012.0,10623.0,2016-11-24,19199,59074.0
23447,1324,1924.0,,3041,279.0,4099.0,22505.0,25169.0,12944.0,2016-11-25,24771,64717.0
59881,13365,3209.0,,8650,1006.0,4822.0,39159.0,38016.0,28254.0,2016-11-26,73246,110251.0
35423,11296,3358.0,,4884,719.0,10156.0,40756.0,40195.0,26348.0,2016-11-27,46719,117455.0
19022,5726,3011.0,,6230,849.0,4571.0,28645.0,26813.0,18301.0,2016-11-28,24748,78330.0
45868,13015,1901.0,,3560,351.0,7487.0,26872.0,25013.0,21478.0,2016-11-29,58883,80850.0
53919,17240,2525.0,,6258,632.0,8152.0,41637.0,29110.0,22836.0,2016-11-30,71159,101735.0
69339,18625,951.0,,2279,272.0,8018.0,37772.0,19457.0,14642.0,2016-12-01,87964,79889.0
22842,8824,777.0,,2371,353.0,8352.0,21121.0,27991.0,18423.0,2016-12-02,31666,75887.0
11896,2329,2844.0,,2395,201.0,2783.0,6326.0,10294.0,8383.0,2016-12-03,14225,27786.0
24260,4391,2486.0,,3332,341.0,7937.0,36541.0,21614.0,10207.0,2016-12-04,28651,76299.0
38059,9252,5170.0,,8041,938.0,5146.0,38036.0,29605.0,21223.0,2016-12-05,47311,94010.0
7315,2000,1150.0,,2728,195.0,6134.0,21474.0,13151.0,4744.0,2016-12-06,9315,45503.0
48971,11911,3690.0,,4824,814.0,6586.0,21335.0,34225.0,21010.0,2016-12-07,60882,83156.0
51961,16582,1029.0,,8897,1078.0,3971.0,15388.0,38748.0,30609.0,2016-12-08,68543,88716.0
39820,14001,2124.0,,8057,540.0,9521.0,21353.0,28712.0,22055.0,2016-12-09,53821,81641.0
41810,15252,1442.0,,2687,72.0,8040.0,5665.0,6758.0,18444.0,2016-12-10,57062,38907.0
33697,7866,552.0,,1665,315.0,5674.0,8202.0,8194.0,9457.0,2016-12-11,41563,31527.0
11564,5083,2286.0,,2248,397.0,5835.0,22872.0,16730.0,9199.0,2016-12-12,16647,54636.0
9069,2588,695.0,,5561,517.0,4008.0,30808.0,25298.0,10526.0,2016-12-13,11657,70640.0
4821,577,812.0,,2716,316.0,6515.0,26736.0,16942.0,8861.0,2016-12-14,5398,59054.0
17372,3112,1785.0,,1044,240.0,5867.0,25125.0,16135.0,3219.0,2016-12-15,20484,50346.0
7159,3817,1108.0,,4361,419.0,7380.0,13673.0,7656.0,3041.0,2016-12-16,10976,31750.0
16982,1983,1104.0,,1574,193.0,6820.0,17964.0,15020.0,3814.0,2016-12-17,18965,43618.0
11600,3623,1124.0,,1266,135.0,7687.0,28649.0,11265.0,3343.0,2016-12-18,15223,50944.0
11356,780,858.0,,5322,325.0,7509.0,32127.0,23426.0,8873.0,2016-12-19,12136,71935.0
16128,3284,1804.0,,1356,252.0,9162.0,28712.0,24499.0,5342.0,2016-12-20,19412,67715.0
52382,13054,3252.0,,3249,741.0,7519.0,39062.0,31278.0,17500.0,2016-12-21,65436,95359.0
44402,9466,3074.0,,2436,706.0,10436.0,40214.0,37429.0,16735.0,2016-12-22,53868,104814.0
50942,15841,3121.0,,5557,730.0,7872.0,35379.0,35980.0,23968.0,2016-12-23,66783,103199.0
59782,18896,4605.0,,7940,1145.0,6325.0,31736.0,42444.0,30145.0,2016-12-24,78678,110650.0
53352,15234,3478.0,,5590,688.0,2567.0,20277.0,38272.0,24925.0,2016-12-25,68586,86041.0
49619,16667,4678.0,,8905,1085.0,5355.0,31039.0,43501.0,30059.0,2016-12-26,66286,109954.0
49148,13955,2938.0,,9658,1121.0,10648.0,43296.0,36749.0,25998.0,2016-12-27,63103,116691.0
22496,4091,2999.0,,6884,702.0,8868.0,29904.0,19524.0,7294.0,2016-12-28,26587,65590.0
38739,6108,3135.0,,3866,561.0,9756.0,32027.0,39728.0,17649.0,2016-12-29,44847,99160.0
49104,8845,3370.0,,6380,867.0,10686.0,38789.0,43551.0,20064.0,2016-12-30,57949,113090.0
62075,15866,4047.0,,8037,1133.0,9243.0,37899.0,40948.0,27921.0,2016-12-31,77941,116011.0
27918,11704,929.0,,8054,872.0,3980.0,17422.0,22191.0,17238.0,2017-01-01,39622,60831.0
20763,4296,240.0,,3117,207.0,1362.0,14094.0,19637.0,9674.0,2017-01-02,25059,44767.0
55892,14628,549.0,,4067,460.0,2056.0,16877.0,20965.0,17480.0,2017-01-03,70520,57378.0
57010,17695,4611.0,,6546,950.0,3032.0,18091.0,33534.0,28075.0,2017-01-04,74705,82732.0
18552,9104,3930.0,,6406,804.0,3099.0,6516.0,15462.0,16600.0,2017-01-05,27656,41677.0
34609,2531,961.0,,883,158.0,10905.0,36167.0,31281.0,7083.0,2017-01-06,37140,85436.0
36278,10522,3535.0,,2268,475.0,10462.0,35627.0,19829.0,12135.0,2017-01-07,46800,78053.0
9243,1082,1521.0,,1300,207.0,10121.0,35746.0,18997.0,2857.0,2017-01-08,10325,67721.0
38945,6496,2260.0,,1983,467.0,7433.0,26327.0,23502.0,10135.0,2017-01-09,45441,67397.0
48616,12786,3346.0,,2640,617.0,2811.0,32132.0,31741.0,20129.0,2017-01-10,61402,86813.0
69723,18762,5076.0,,7604,1094.0,10018.0,38959.0,43146.0,29531.0,2017-01-11,88485,121654.0
59606,17187,4528.0,,7283,989.0,6879.0,11286.0,36068.0,29039.0,2017-01-12,76793,83272.0
12361,2561,2617.0,,3910,391.0,1420.0,5338.0,13488.0,4749.0,2017-01-13,14922,24995.0
36675,6294,117.0,,524,8.0,3397.0,20299.0,13285.0,3600.0,2017-01-14,42969,40581.0
12272,5715,241.0,,1399,11.0,5601.0,36368.0,20222.0,7510.0,2017-01-15,17987,69701.0
5112,2605,104.0,,216,8.0,5884.0,17753.0,11507.0,6496.0,2017-01-16,7717,41640.0
15269,839,656.0,,354,80.0,9710.0,30921.0,20149.0,5227.0,2017-01-17,16108,66007.0
39715,6991,2440.0,,4259,602.0,7076.0,34000.0,24895.0,18193.0,2017-01-18,46706,84164.0
31445,7576,2763.0,,4949,642.0,11199.0,40622.0,32412.0,20035.0,2017-01-19,39021,104268.0
32208,7588,1909.0,,3655,285.0,10028.0,29698.0,27357.0,16018.0,2017-01-20,39796,83101.0
8091,1526,1562.0,,1318,141.0,6368.0,28575.0,11085.0,2662.0,2017-01-21,9617,48690.0
3883,446,2835.0,,2391,770.0,5589.0,28695.0,22627.0,4128.0,2017-01-22,4329,61039.0
10880,1570,2959.0,,2691,716.0,3930.0,33000.0,23093.0,10024.0,2017-01-23,12450,70047.0
14543,3340,1510.0,,2652,163.0,3743.0,10356.0,6823.0,3949.0,2017-01-24,17883,24871.0
21781,1660,1637.0,,1153,141.0,10651.0,32444.0,23803.0,5669.0,2017-01-25,23441,72567.0
13217,1290,3559.0,,5054,472.0,8235.0,32257.0,28452.0,7152.0,2017-01-26,14507,76096.0
24076,4322,344.0,,628,66.0,7852.0,22551.0,7469.0,3580.0,2017-01-27,28398,41452.0
19062,2441,836.0,,641,98.0,5530.0,18977.0,8589.0,4828.0,2017-01-28,21503,37924.0
25632,7164,1355.0,,2628,446.0,9700.0,27712.0,15830.0,9380.0,2017-01-29,32796,62622.0
12169,7503,2219.0,,2218,241.0,9548.0,30210.0,13172.0,4840.0,2017-01-30,19672,57770.0
17094,9015,1015.0,,1330,8.0,5268.0,6537.0,3724.0,9158.0,2017-01-31,26109,24687.0
28102,4604,586.0,,267,12.0,4893.0,9907.0,3500.0,3772.0,2017-02-01,32706,22072.0
36525,8395,269.0,,795,12.0,1463.0,8724.0,5847.0,8443.0,2017-02-02,44920,24477.0
31979,5443,57.0,,422,2.0,29.0,1660.0,1859.0,7124.0,2017-02-03,37422,10672.0
21109,2920,0.0,,1845,49.0,46.0,341.0,5897.0,9204.0,2017-02-04,24029,15488.0
20131,6661,991.0,,2074,113.0,676.0,702.0,9827.0,12713.0,2017-02-05,26792,23918.0
34573,10427,2588.0,,5276,498.0,1049.0,500.0,15852.0,16849.0,2017-02-06,45000,34250.0
53893,13710,1376.0,,7953,636.0,2388.0,2457.0,23768.0,23278.0,2017-02-07,67603,51891.0
47676,7468,859.0,,6918,418.0,3356.0,4288.0,25768.0,22588.0,2017-02-08,55144,56000.0
19642,2612,201.0,,2364,207.0,1020.0,4756.0,17241.0,6265.0,2017-02-09,22254,29282.0
39225,10183,276.0,,3012,189.0,2534.0,1825.0,13279.0,14858.0,2017-02-10,49408,32496.0
52071,16579,43.0,,3159,174.0,1301.0,11265.0,11209.0,22685.0,2017-02-11,68650,46460.0
39064,12450,1142.0,,461,8.0,9616.0,29170.0,5928.0,11190.0,2017-02-12,51514,55904.0
7889,1835,4049.0,,1447,347.0,10491.0,41588.0,19358.0,3643.0,2017-02-13,9724,75080.0
7757,633,2387.0,,3329,151.0,4474.0,22490.0,9156.0,4459.0,2017-02-14,8390,40579.0
7213,1534,684.0,,143,63.0,3936.0,9730.0,8710.0,3573.0,2017-02-15,8747,25949.0
35004,9109,1683.0,,2236,340.0,5307.0,10829.0,15574.0,13127.0,2017-02-16,44113,44837.0
13186,2688,1465.0,,3706,340.0,9810.0,34728.0,10781.0,5523.0,2017-02-17,15874,60842.0
33014,4882,2966.0,,1815,267.0,4997.0,27895.0,19980.0,6650.0,2017-02-18,37896,59522.0
45199,12035,4934.0,,7668,1188.0,2372.0,26994.0,35016.0,21583.0,2017-02-19,57234,85965.0
67297,18990,1806.0,,9439,1066.0,4250.0,4850.0,26997.0,30649.0,2017-02-20,86287,66746.0
65847,17777,1325.0,,7730,273.0,4295.0,7026.0,16530.0,24531.0,2017-02-21,83624,52382.0
74010,20278,3328.0,,6251,796.0,4212.0,14532.0,32560.0,30582.0,2017-02-22,94288,81886.0
33548,12750,3262.0,,6262,766.0,4550.0,29831.0,21187.0,14149.0,2017-02-23,46298,69717.0
30381,11250,3126.0,,4404,537.0,9038.0,41494.0,24414.0,12319.0,2017-02-24,41631,87265.0
42235,12197,2909.0,,6028,614.0,7886.0,24240.0,22030.0,14238.0,2017-02-25,54432,68394.0
35191,15003,1233.0,,7767,637.0,1984.0,3239.0,10295.0,15350.0,2017-02-26,50194,30868.0
48993,15745,1055.0,,3279,193.0,3222.0,13932.0,17383.0,15151.0,2017-02-27,64738,49688.0
69762,14537,3845.0,,5360,546.0,1773.0,7986.0,23850.0,17458.0,2017-02-28,84299,51067.0
56521,14523,1637.0,,3535,453.0,1953.0,2654.0,22137.0,21827.0,2017-03-01,71044,48571.0
30106,8462,2015.0,,1978,356.0,2039.0,2861.0,10508.0,6394.0,2017-03-02,38568,21802.0
39179,10026,1083.0,,5480,675.0,4437.0,1912.0,15332.0,16566.0,2017-03-03,49205,38247.0
32591,4638,567.0,,1728,148.0,3794.0,3649.0,12794.0,11507.0,2017-03-04,37229,31744.0
39520,7707,2089.0,,4953,860.0,1743.0,2932.0,37993.0,25734.0,2017-03-05,47227,68402.0
53078,15330,4149.0,,6485,1038.0,801.0,3636.0,37238.0,25565.0,2017-03-06,68408,67240.0
14977,3596,3785.0,,2381,387.0,3935.0,13219.0,20774.0,11174.0,2017-03-07,18573,49102.0
25477,7013,3452.0,,3642,647.0,2836.0,6909.0,10985.0,9973.0,2017-03-08,32490,30703.0
28505,3240,1442.0,,1654,225.0,1286.0,10591.0,19203.0,6901.0,2017-03-09,31745,37981.0
34278,8041,217.0,,237,32.0,3775.0,16140.0,10660.0,9622.0,2017-03-10,42319,40197.0
6659,1316,162.0,,441,55.0,6812.0,23301.0,5924.0,2776.0,2017-03-11,7975,38813.0
25794,4975,217.0,,445,2.0,4285.0,17565.0,14428.0,4022.0,2017-03-12,30769,40300.0
13733,2680,684.0,,239,24.0,2856.0,15748.0,16891.0,7069.0,2017-03-13,16413,42564.0
45927,9894,3297.0,,2584,735.0,6200.0,26606.0,34885.0,16615.0,2017-03-14,55821,84306.0
66259,17491,3549.0,,8129,858.0,9695.0,44274.0,41588.0,31778.0,2017-03-15,83750,127335.0
48258,10677,1886.0,,3860,370.0,9461.0,32740.0,26399.0,15142.0,2017-03-16,58935,83742.0
53853,15135,4580.0,,6750,915.0,4703.0,24069.0,40092.0,25582.0,2017-03-17,68988,94446.0
40767,15659,1368.0,,2423,302.0,6288.0,25791.0,11290.0,11166.0,2017-03-18,56426,54535.0
28174,7889,67.0,,693,117.0,4154.0,13008.0,8586.0,7025.0,2017-03-19,36063,32773.0
27673,8741,269.0,,997,126.0,10107.0,27437.0,10540.0,7620.0,2017-03-20,36414,55704.0
64288,15723,3207.0,,5453,836.0,5671.0,21777.0,34023.0,26582.0,2017-03-21,80011,88053.0
34978,6870,3838.0,,5279,935.0,2855.0,26797.0,30853.0,22083.0,2017-03-22,41848,82588.0
6915,1680,2318.0,,1640,286.0,9839.0,36024.0,12602.0,3428.0,2017-03-23,8595,61893.0
12071,1286,1717.0,,2198,104.0,5542.0,23769.0,16054.0,7169.0,2017-03-24,13357,52534.0
31633,5732,663.0,,4498,319.0,6364.0,30247.0,15420.0,11924.0,2017-03-25,37365,63955.0
6711,441,3446.0,,3219,458.0,10493.0,38212.0,23818.0,7295.0,2017-03-26,7152,79818.0
15797,2402,4498.0,,4214,498.0,6833.0,34712.0,18319.0,9041.0,2017-03-27,18199,68905.0
5675,803,3546.0,,1970,232.0,8012.0,20648.0,7311.0,3058.0,2017-03-28,6478,39029.0
11041,6403,610.0,,1542,68.0,4485.0,8673.0,4360.0,4370.0,2017-03-29,17444,21888.0
29562,5166,553.0,,984,78.0,2835.0,8508.0,10411.0,8497.0,2017-03-30,34728,30251.0
