DK1,DK2,EE,FI,LT,LV,SE1,SE2,SE3,SE4,date,DK,SE
22823,8592,584.0,,2430,310.0,,,,,2014-04-24,31415,
17767,6465,519.0,,1068,134.0,,,,,2014-04-25,24232,
22056,6182,135.0,,782,126.0,,,,,2014-04-26,28238,
19588,5915,281.0,,326,144.0,,,,,2014-04-27,25503,
5065,2352,255.0,,317,72.0,,,,,2014-04-28,7417,
5222,329,893.0,,315,113.0,,,,,2014-04-29,5551,
11259,1241,637.0,,406,133.0,,,,,2014-04-30,12500,
26176,4714,1336.0,,1801,506.0,,,,,2014-05-01,30890,
7807,2823,1418.0,,952,136.0,,,,,2014-05-02,10630,
29630,4741,749.0,,498,267.0,,,,,2014-05-03,34371,
14520,6647,1029.0,,1840,330.0,,,,,2014-05-04,21167,
4822,575,1654.0,,1632,388.0,,,,,2014-05-05,5397,
29329,8208,830.0,,354,80.0,,,,,2014-05-06,37537,
6518,3701,834.0,,1223,342.0,,,,,2014-05-07,10219,
14411,7394,1153.0,,711,332.0,,,,,2014-05-08,21805,
3449,3738,1091.0,,912,169.0,,,,,2014-05-09,7187,
11954,6483,307.0,,565,103.0,,,,,2014-05-10,18437,
19639,12265,762.0,,1314,296.0,,,,,2014-05-11,31904,
16540,9717,1342.0,,289,147.0,,,,,2014-05-12,26257,
35118,11532,1230.0,,992,60.0,,,,,2014-05-13,46650,
27534,6971,1350.0,,696,89.0,,,,,2014-05-14,34505,
6155,793,714.0,,1292,182.0,,,,,2014-05-15,6948,
5288,1299,256.0,,1339,120.0,,,,,2014-05-16,6587,
1957,1044,374.0,,1977,216.0,,,,,2014-05-17,3001,
5598,1854,712.0,,779,170.0,,,,,2014-05-18,7452,
3923,1179,1167.0,,416,80.0,,,,,2014-05-19,5102,
5103,1137,470.0,,98,24.0,,,,,2014-05-20,6240,
15675,4483,392.0,,101,16.0,,,,,2014-05-21,20158,
24190,6103,356.0,,1024,73.0,,,,,2014-05-22,30293,
8420,3378,1013.0,,2363,473.0,,,,,2014-05-23,11798,
6658,1198,1217.0,,2061,322.0,,,,,2014-05-24,7856,
6138,570,716.0,,565,51.0,,,,,2014-05-25,6708,
5755,1752,1008.0,,497,62.0,,,,,2014-05-26,7507,
38724,13452,2150.0,,1597,203.0,,,,,2014-05-27,52176,
43044,15220,3036.0,,1990,247.0,,,,,2014-05-28,58264,
14852,4056,1617.0,,625,190.0,,,,,2014-05-29,18908,
19978,8493,249.0,,390,33.0,,,,,2014-05-30,28471,
34969,6803,446.0,,440,50.0,,,,,2014-05-31,41772,
3264,878,583.0,,1223,194.0,,,,,2014-06-01,4142,
2282,264,2501.0,,675,287.0,,,,,2014-06-02,2546,
3765,887,987.0,,338,63.0,,,,,2014-06-03,4652,
10878,1912,816.0,,361,98.0,,,,,2014-06-04,12790,
18849,4786,1185.0,,270,46.0,,,,,2014-06-05,23635,
21058,7113,127.0,,329,31.0,,,,,2014-06-06,28171,
3440,299,416.0,,585,135.0,,,,,2014-06-07,3739,
7006,1469,474.0,,749,125.0,,,,,2014-06-08,8475,
5512,1113,476.0,,444,96.0,,,,,2014-06-09,6625,
14060,2959,864.0,,877,163.0,,,,,2014-06-10,17019,
9079,2084,187.0,,302,47.0,,,,,2014-06-11,11163,
31092,7440,961.0,,1194,119.0,,,,,2014-06-12,38532,
41764,12031,850.0,,1624,236.0,,,,,2014-06-13,53795,
15245,3961,2466.0,,1799,447.0,,,,,2014-06-14,19206,
8420,948,1085.0,,776,136.0,,,,,2014-06-15,9368,
21454,1669,1862.0,,519,188.0,,,,,2014-06-16,23123,
10554,1169,3426.0,,1316,409.0,,,,,2014-06-17,11723,
18078,3542,2421.0,,1596,113.0,,,,,2014-06-18,21620,
58860,15148,639.0,,2132,365.0,,,,,2014-06-19,74008,
39652,8853,844.0,,1759,314.0,,,,,2014-06-20,48505,
46675,13978,1495.0,,214,91.0,,,,,2014-06-21,60653,
47872,13318,194.0,,1782,124.0,,,,,2014-06-22,61190,
32068,11994,209.0,,1325,339.0,,,,,2014-06-23,44062,
4830,1550,301.0,,1924,247.0,,,,,2014-06-24,6380,
3385,473,467.0,,423,187.0,,,,,2014-06-25,3858,
2482,757,93.0,,941,89.0,,,,,2014-06-26,3239,
4613,1386,295.0,,509,83.0,,,,,2014-06-27,5999,
3110,1963,260.0,,1225,183.0,,,,,2014-06-28,5073,
11363,722,1334.0,,882,90.0,,,,,2014-06-29,12085,
14039,2683,398.0,,274,10.0,,,,,2014-06-30,16722,
8325,3379,273.0,,418,26.0,,,,,2014-07-01,11704,
20902,5688,1214.0,,1043,160.0,,,,,2014-07-02,26590,
38929,7145,1853.0,,1467,363.0,,,,,2014-07-03,46074,
16394,2510,1261.0,,1041,235.0,,,,,2014-07-04,18904,
17180,2578,294.0,,625,38.0,,,,,2014-07-05,19758,
12210,2942,840.0,,814,98.0,,,,,2014-07-06,15152,
14375,4702,637.0,,608,129.0,,,,,2014-07-07,19077,
16737,6411,768.0,,1279,191.0,,,,,2014-07-08,23148,
34196,13591,831.0,,1555,279.0,,,,,2014-07-09,47787,
18138,11329,2314.0,,1903,387.0,,,,,2014-07-10,29467,
8602,8602,1874.0,,2160,379.0,,,,,2014-07-11,17204,
3245,2018,1709.0,,1590,294.0,,,,,2014-07-12,5263,
8657,4257,1253.0,,949,319.0,,,,,2014-07-13,12914,
27916,12970,462.0,,1278,194.0,,,,,2014-07-14,40886,
24548,4071,1054.0,,684,272.0,,,,,2014-07-15,28619,
11420,939,811.0,,340,201.0,,,,,2014-07-16,12359,
3570,340,161.0,,296,44.0,,,,,2014-07-17,3910,
1947,594,73.0,,243,12.0,,,,,2014-07-18,2541,
14409,3179,75.0,,336,29.0,,,,,2014-07-19,17588,
28932,10126,449.0,,549,92.0,,,,,2014-07-20,39058,
15825,11071,1338.0,,671,187.0,,,,,2014-07-21,26896,
7734,5298,785.0,,1157,242.0,,,,,2014-07-22,13032,
6121,3817,506.0,,1362,152.0,,,,,2014-07-23,9938,
6603,3499,416.0,,1013,105.0,,,,,2014-07-24,10102,
9672,7280,162.0,,881,86.0,,,,,2014-07-25,16952,
9563,2461,20.0,,808,118.0,,,,,2014-07-26,12024,
3644,539,217.0,,1001,152.0,,,,,2014-07-27,4183,
4541,469,487.0,,837,108.0,,,,,2014-07-28,5010,
5631,1607,249.0,,535,21.0,,,,,2014-07-29,7238,
10231,2825,342.0,,1262,66.0,,,,,2014-07-30,13056,
23547,4371,1672.0,,933,181.0,,,,,2014-07-31,27918,
10624,3239,713.0,,167,45.0,,,,,2014-08-01,13863,
33171,7409,255.0,,1087,129.0,,,,,2014-08-02,40580,
9856,1484,1092.0,,1562,216.0,,,,,2014-08-03,11340,
5132,2188,1162.0,,1365,297.0,,,,,2014-08-04,7320,
4691,662,1072.0,,659,202.0,,,,,2014-08-05,5353,
8778,1203,864.0,,153,77.0,,,,,2014-08-06,9981,
10747,1184,522.0,,232,25.0,,,,,2014-08-07,11931,
3020,470,204.0,,520,33.0,,,,,2014-08-08,3490,
48171,10329,52.0,,292,45.0,,,,,2014-08-09,58500,
39227,8708,197.0,,250,59.0,,,,,2014-08-10,47935,
57737,12592,1074.0,,1122,240.0,,,,,2014-08-11,70329,
40003,10632,618.0,,772,151.0,,,,,2014-08-12,50635,
31306,6069,1296.0,,1094,242.0,,,,,2014-08-13,37375,
31479,5605,1003.0,,1887,147.0,,,,,2014-08-14,37084,
19478,3164,468.0,,530,85.0,,,,,2014-08-15,22642,
45286,10053,365.0,,669,149.0,,,,,2014-08-16,55339,
38817,15406,460.0,,1696,276.0,,,,,2014-08-17,54223,
39383,18421,3000.0,,2466,453.0,,,,,2014-08-18,57804,
61563,15875,3412.0,,2906,643.0,,,,,2014-08-19,77438,
57177,16043,3379.0,,3680,721.0,,,,,2014-08-20,73220,
33221,7587,2974.0,,1621,501.0,,,,,2014-08-21,40808,
24942,9567,2051.0,,1142,368.0,,,,,2014-08-22,34509,
26248,9670,1078.0,,985,239.0,,,,,2014-08-23,35918,
48651,10370,759.0,,296,72.0,,,,,2014-08-24,59021,
27076,6018,850.0,,2688,256.0,,,,,2014-08-25,33094,
6192,2143,1492.0,,1537,386.0,,,,,2014-08-26,8335,
6131,3013,1135.0,,2308,553.0,,,,,2014-08-27,9144,
4919,708,1020.0,,1765,510.0,,,,,2014-08-28,5627,
15069,2557,493.0,,759,156.0,,,,,2014-08-29,17626,
13728,2968,330.0,,307,10.0,,,,,2014-08-30,16696,
13344,2110,686.0,,765,138.0,,,,,2014-08-31,15454,
7769,6213,485.0,,876,128.0,,,,,2014-09-01,13982,
2255,3271,64.0,,562,37.0,,,,,2014-09-02,5526,
4155,2819,590.0,,291,9.0,,,,,2014-09-03,6974,
10202,5173,598.0,,421,7.0,,,,,2014-09-04,15375,
6698,3156,667.0,,714,53.0,,,,,2014-09-05,9854,
9929,3381,73.0,,438,69.0,,,,,2014-09-06,13310,
4854,952,170.0,,569,94.0,,,,,2014-09-07,5806,
30564,5674,754.0,,923,181.0,,,,,2014-09-08,36238,
38394,11594,950.0,,108,105.0,,,,,2014-09-09,49988,
19695,6693,199.0,,426,115.0,,,,,2014-09-10,26388,
6985,3121,26.0,,261,18.0,,,,,2014-09-11,10106,
3364,2370,49.0,,1013,40.0,,,,,2014-09-12,5734,
10696,5112,671.0,,996,159.0,,,,,2014-09-13,15808,
27446,11762,294.0,,1577,229.0,,,,,2014-09-14,39208,
38822,14071,141.0,,1313,128.0,,,,,2014-09-15,52893,
30869,9790,123.0,,801,103.0,,,,,2014-09-16,40659,
24045,7025,134.0,,776,108.0,,,,,2014-09-17,31070,
22889,6941,47.0,,1141,87.0,,,,,2014-09-18,29830,
12330,2075,654.0,,1602,188.0,,,,,2014-09-19,14405,
1906,383,952.0,,560,85.0,,,,,2014-09-20,2289,
32827,6723,1283.0,,367,92.0,,,,,2014-09-21,39550,
42984,13417,1104.0,,373,80.0,,,,,2014-09-22,56401,
7986,1526,3331.0,,2446,652.0,,,,,2014-09-23,9512,
15843,12110,2379.0,,1230,375.0,,,,,2014-09-24,27953,
35457,10412,2968.0,,1729,354.0,,,,,2014-09-25,45869,
41726,8437,2494.0,,951,404.0,,,,,2014-09-26,50163,
41882,7554,3769.0,,3304,602.0,,,,,2014-09-27,49436,
21108,3822,2824.0,,2798,560.0,,,,,2014-09-28,24930,
3436,196,2060.0,,1416,204.0,,,,,2014-09-29,3632,
9370,2167,2548.0,,469,154.0,,,,,2014-09-30,11537,
7876,1437,127.0,,855,140.0,,,,,2014-10-01,9313,
3895,709,724.0,,756,136.0,,,,,2014-10-02,4604,
5027,2424,206.0,,169,12.0,,,,,2014-10-03,7451,
31678,7414,249.0,,150,28.0,,,,,2014-10-04,39092,
19517,6803,1390.0,,796,129.0,,,,,2014-10-05,26320,
53302,14088,1399.0,,2909,438.0,,,,,2014-10-06,67390,
58340,16376,3149.0,,4065,729.0,,,,,2014-10-07,74716,
42683,11745,3514.0,,2682,491.0,,,,,2014-10-08,54428,
44008,9712,1016.0,,1219,172.0,,,,,2014-10-09,53720,
44724,8954,1470.0,,1005,216.0,,,,,2014-10-10,53678,
10499,1113,1472.0,,311,54.0,,,,,2014-10-11,11612,
8668,3740,358.0,,1594,171.0,,,,,2014-10-12,12408,
13485,4724,154.0,,475,56.0,,,,,2014-10-13,18209,
21004,1356,769.0,,537,197.0,,,,,2014-10-14,22360,
21909,3123,3797.0,,288,274.0,,,,,2014-10-15,25032,
9120,1803,1642.0,,221,105.0,,,,,2014-10-16,10923,
10018,1438,474.0,,494,55.0,,,,,2014-10-17,11456,
33901,6293,335.0,,513,76.0,,,,,2014-10-18,40194,
48809,11714,3251.0,,2292,530.0,,,,,2014-10-19,60523,
51495,15002,681.0,,4032,575.0,,,,,2014-10-20,66497,
28224,7819,1451.0,,633,148.0,,,,,2014-10-21,36043,
21807,3016,2446.0,,3222,561.0,,,,,2014-10-22,24823,
24307,2831,1855.0,,2595,340.0,,,,,2014-10-23,27138,
51929,11434,3786.0,,2864,469.0,,,,,2014-10-24,63363,
26825,9919,4488.0,,2801,504.0,,,,,2014-10-25,36744,
60321,11536,4756.0,,1963,495.0,,,,,2014-10-26,71857,
62798,11729,5228.0,,3449,918.0,,,,,2014-10-27,74527,
52882,8389,4566.0,,2448,763.0,,,,,2014-10-28,61271,
24408,5317,4533.0,,2314,607.0,,,,,2014-10-29,29725,
6340,711,629.0,,363,36.0,,,,,2014-10-30,7051,
15109,2645,1005.0,,69,7.0,,,,,2014-10-31,17754,
28291,4760,437.0,,266,55.0,,,,,2014-11-01,33051,
48677,7429,4116.0,,2162,592.0,,,,,2014-11-02,56106,
50627,14531,4550.0,,2264,557.0,,,,,2014-11-03,65158,
17763,8217,4079.0,,2300,382.0,,,,,2014-11-04,25980,
14185,4708,1840.0,,753,87.0,,,,,2014-11-05,18893,
14851,4028,2195.0,,774,164.0,,,,,2014-11-06,18879,
31901,4867,474.0,,371,49.0,,,,,2014-11-07,36768,
38232,7241,837.0,,301,90.0,,,,,2014-11-08,45473,
34338,6216,1273.0,,613,120.0,,,,,2014-11-09,40554,
19094,3205,2509.0,,1366,206.0,,,,,2014-11-10,22299,
24592,3611,1852.0,,470,116.0,,,,,2014-11-11,28203,
49420,11346,262.0,,1502,222.0,,,,,2014-11-12,60766,
16809,2378,1426.0,,1395,225.0,,,,,2014-11-13,19187,
40313,8137,577.0,,1225,159.0,,,,,2014-11-14,48450,
67529,17419,968.0,,2062,396.0,,,,,2014-11-15,84948,
68469,18327,1930.0,,3213,511.0,,,,,2014-11-16,86796,
37962,4305,1155.0,,1895,258.0,,,,,2014-11-17,42267,
30244,10372,671.0,,2185,232.0,,,,,2014-11-18,40616,
17639,6446,1295.0,,1184,157.0,,,,,2014-11-19,24085,
2023,704,681.0,,334,66.0,,,,,2014-11-20,2727,
1377,246,146.0,,153,28.0,,,,,2014-11-21,1623,
21606,6646,37.0,,66,12.0,,,,,2014-11-22,28252,
41536,12985,328.0,,439,73.0,,,,,2014-11-23,54521,
36934,12062,3191.0,,3490,626.0,,,,,2014-11-24,48996,
9995,2579,2863.0,,1321,215.0,,,,,2014-11-25,12574,
17519,2981,787.0,,631,21.0,,,,,2014-11-26,20500,
44549,10337,648.0,,796,61.0,,,,,2014-11-27,54886,
59085,14072,305.0,,962,117.0,,,,,2014-11-28,73157,
42965,13417,79.0,,270,28.0,,,,,2014-11-29,56382,
43350,11957,18.0,,186,16.0,,,,,2014-11-30,55307,
43751,13289,123.0,,402,15.0,,,,,2014-12-01,57040,
11393,3086,2013.0,,1442,134.0,,,,,2014-12-02,14479,
2837,462,3057.0,,651,141.0,,,,,2014-12-03,3299,
10991,5727,2351.0,,118,123.0,,,,,2014-12-04,16718,
13473,4623,1652.0,,1556,180.0,,,,,2014-12-05,18096,
20179,5116,2688.0,,1408,235.0,,,,,2014-12-06,25295,
53172,15834,2655.0,,1346,320.0,,,,,2014-12-07,69006,
21366,11108,3533.0,,2158,380.0,,,,,2014-12-08,32474,
31696,8446,2603.0,,1046,206.0,,,,,2014-12-09,40142,
65326,20281,5168.0,,3645,833.0,,,,,2014-12-10,85607,
48848,18756,4500.0,,2677,689.0,,,,,2014-12-11,67604,
37141,18598,3386.0,,3692,552.0,,,,,2014-12-12,55739,
48043,15728,3872.0,,4928,729.0,,,,,2014-12-13,63771,
57622,14598,2554.0,,2236,490.0,,,,,2014-12-14,72220,
47504,17667,4631.0,,2181,632.0,,,,,2014-12-15,65171,
40053,14104,3573.0,,2476,498.0,,,,,2014-12-16,54157,
26179,11030,1879.0,,2918,342.0,,,,,2014-12-17,37209,
47495,13732,2287.0,,1669,323.0,,,,,2014-12-18,61227,
59617,17362,3132.0,,4203,696.0,,,,,2014-12-19,76979,
66997,19717,2490.0,,3842,560.0,,,,,2014-12-20,86714,
54654,17211,3273.0,,2314,455.0,,,,,2014-12-21,71865,
55782,18251,1444.0,,3713,447.0,,,,,2014-12-22,74033,
44200,12693,1001.0,,4150,438.0,,,,,2014-12-23,56893,
26599,13956,875.0,,2068,203.0,,,,,2014-12-24,40555,
26388,9858,2448.0,,1383,206.0,,,,,2014-12-25,36246,
9924,1622,2964.0,,655,316.0,,,,,2014-12-26,11546,
9745,1487,859.0,,962,306.0,,,,,2014-12-27,11232,
13522,2453,620.0,,18,52.0,,,,,2014-12-28,15975,
16349,3029,381.0,,426,49.0,,,,,2014-12-29,19378,
30741,5761,4101.0,,2455,489.0,,,,,2014-12-30,36502,
37998,9684,3177.0,,2597,371.0,,,,,2014-12-31,47682,
68676,16953,3036.0,,3703,571.0,,,,,2015-01-01,85629,
74827,21390,5143.0,,4917,980.0,,,,,2015-01-02,96217,
59688,18217,4858.0,,4731,887.0,,,,,2015-01-03,77905,
45770,15376,4432.0,,4659,860.0,,,,,2015-01-04,61146,
14259,6209,2765.0,,2643,372.0,,,,,2015-01-05,20468,
34851,7653,760.0,,732,86.0,,,,,2015-01-06,42504,
41383,10730,4575.0,,3360,556.0,,,,,2015-01-07,52113,
56485,16847,4582.0,,3350,809.0,,,,,2015-01-08,73332,
65035,20831,907.0,,2442,392.0,,,,,2015-01-09,85866,
49592,14905,1561.0,,2220,419.0,,,,,2015-01-10,64497,
63025,18905,2667.0,,4516,711.0,,,,,2015-01-11,81930,
71279,18497,2027.0,,3507,437.0,,,,,2015-01-12,89776,
36656,11635,4406.0,,4151,648.0,,,,,2015-01-13,48291,
42172,12628,2838.0,,2756,442.0,,,,,2015-01-14,54800,
68893,18412,3073.0,,2511,527.0,,,,,2015-01-15,87305,
64764,16777,5791.0,,3332,878.0,,,,,2015-01-16,81541,
44090,11793,4170.0,,1418,457.0,,,,,2015-01-17,55883,
17240,6541,3632.0,,1271,493.0,,,,,2015-01-18,23781,
5752,2335,570.0,,177,61.0,,,,,2015-01-19,8087,
10601,1399,835.0,,1603,344.0,,,,,2015-01-20,12000,
2557,394,1946.0,,994,225.0,,,,,2015-01-21,2951,
1032,256,418.0,,67,12.0,,,,,2015-01-22,1288,
15362,1171,660.0,,130,32.0,,,,,2015-01-23,16533,
42252,11325,1461.0,,282,42.0,1649.0,8635.0,23540.0,12469.0,2015-01-24,53577,46293.0
15686,3705,625.0,,68,8.0,3846.0,12525.0,5367.0,2023.0,2015-01-25,19391,23761.0
38148,10973,981.0,,555,59.0,7285.0,13393.0,19185.0,11517.0,2015-01-26,49121,51380.0
33236,9947,1633.0,,1299,80.0,6934.0,19305.0,11410.0,5401.0,2015-01-27,43183,43050.0
61524,15988,3609.0,,1180,124.0,3482.0,14867.0,31432.0,19181.0,2015-01-28,77512,68962.0
38385,18481,4569.0,,3473,266.0,4252.0,15752.0,26446.0,23085.0,2015-01-29,56866,69535.0
5159,2244,2248.0,,3623,347.0,2873.0,8382.0,10450.0,5521.0,2015-01-30,7403,27226.0
8617,6876,2715.0,,1498,258.0,2934.0,11835.0,12429.0,3267.0,2015-01-31,15493,30465.0
21597,9929,2758.0,,4008,521.0,7347.0,22891.0,16414.0,10883.0,2015-02-01,31526,57535.0
15287,7152,2836.0,,2888,364.0,5417.0,15017.0,11350.0,2322.0,2015-02-02,22439,34106.0
17574,2758,982.0,,1082,210.0,2787.0,9125.0,12362.0,3428.0,2015-02-03,20332,27702.0
14785,2001,272.0,,439,76.0,982.0,3691.0,8005.0,2563.0,2015-02-04,16786,15241.0
6012,1697,343.0,,1,7.0,6416.0,14694.0,7024.0,1877.0,2015-02-05,7709,30011.0
21189,2071,3579.0,,1436,330.0,7544.0,24228.0,17599.0,5861.0,2015-02-06,23260,55232.0
69633,17457,2095.0,,3403,584.0,8655.0,27251.0,32429.0,21660.0,2015-02-07,87090,89995.0
55566,16983,4917.0,,3706,733.0,5582.0,20177.0,31574.0,22861.0,2015-02-08,72549,80194.0
58344,9904,784.0,,487,58.0,6420.0,24172.0,23369.0,12450.0,2015-02-09,68248,66411.0
50723,5417,2543.0,,528,39.0,8870.0,27153.0,20254.0,9571.0,2015-02-10,56140,65848.0
15799,2085,2514.0,,441,109.0,8881.0,25083.0,24430.0,6400.0,2015-02-11,17884,64794.0
8106,587,3247.0,,1405,562.0,9044.0,19310.0,19744.0,4488.0,2015-02-12,8693,52586.0
14234,1384,976.0,,541,107.0,4098.0,7574.0,6626.0,1260.0,2015-02-13,15618,19558.0
24771,4955,996.0,,261,39.0,2001.0,4829.0,6395.0,3738.0,2015-02-14,29726,16963.0
55959,17874,2611.0,,2930,446.0,8257.0,22736.0,21934.0,23433.0,2015-02-15,73833,76360.0
51250,14392,2725.0,,3253,451.0,10183.0,27598.0,21141.0,22628.0,2015-02-16,65642,81550.0
24490,3271,4642.0,,3970,630.0,9455.0,25613.0,27091.0,10372.0,2015-02-17,27761,72531.0
64549,13683,3627.0,,4046,795.0,7204.0,21520.0,36464.0,22521.0,2015-02-18,78232,87709.0
70430,13731,3068.0,,3176,577.0,7091.0,22164.0,37984.0,18951.0,2015-02-19,84161,86190.0
40200,14220,4425.0,,1950,684.0,6758.0,13751.0,27495.0,17474.0,2015-02-20,54420,65478.0
5457,9021,3239.0,,2938,429.0,5167.0,10050.0,8906.0,8274.0,2015-02-21,14478,32397.0
30826,11351,4911.0,,2308,748.0,3568.0,9112.0,21083.0,17342.0,2015-02-22,42177,51105.0
47914,16094,3317.0,,1309,330.0,5388.0,22262.0,29313.0,20548.0,2015-02-23,64008,77511.0
49827,14474,2028.0,,504,121.0,7591.0,18006.0,22267.0,14993.0,2015-02-24,64301,62857.0
18612,6806,1450.0,,351,123.0,4043.0,12509.0,24825.0,8872.0,2015-02-25,25418,50249.0
37405,8940,69.0,,73,2.0,4644.0,19953.0,21789.0,9819.0,2015-02-26,46345,56205.0
8028,5130,47.0,,290,13.0,9815.0,25795.0,20238.0,7715.0,2015-02-27,13158,63563.0
39418,6361,254.0,,126,14.0,7776.0,21978.0,18721.0,5224.0,2015-02-28,45779,53699.0
58242,15797,2336.0,,2126,305.0,10290.0,29181.0,32944.0,21584.0,2015-03-01,74039,93999.0
31919,14956,2096.0,,1084,137.0,7934.0,15413.0,10616.0,9946.0,2015-03-02,46875,43909.0
28605,10805,1728.0,,4429,335.0,2043.0,1040.0,10834.0,17921.0,2015-03-03,39410,31838.0
21151,7785,1996.0,,724,99.0,897.0,2800.0,8569.0,5223.0,2015-03-04,28936,17489.0
21742,4986,146.0,,219,4.0,2906.0,12669.0,10955.0,4312.0,2015-03-05,26728,30842.0
29854,8690,3078.0,,1432,386.0,6505.0,17092.0,18058.0,11945.0,2015-03-06,38544,53600.0
61151,15197,3109.0,,1949,549.0,9898.0,28244.0,38675.0,21461.0,2015-03-07,76348,98278.0
48756,11889,4525.0,,3632,909.0,8710.0,23327.0,37614.0,18773.0,2015-03-08,60645,88424.0
15313,3936,1833.0,,1112,187.0,9634.0,22749.0,14493.0,6726.0,2015-03-09,19249,53602.0
52999,10300,3848.0,,932,504.0,4470.0,17653.0,37348.0,19619.0,2015-03-10,63299,79090.0
19132,8415,1864.0,,515,153.0,5417.0,14132.0,16022.0,10525.0,2015-03-11,27547,46096.0
4389,1673,1246.0,,2049,322.0,8303.0,16254.0,9637.0,4068.0,2015-03-12,6062,38262.0
16701,9380,2100.0,,3281,501.0,9248.0,21759.0,11230.0,12484.0,2015-03-13,26081,54721.0
26672,11615,1978.0,,1744,261.0,4331.0,5276.0,16806.0,14888.0,2015-03-14,38287,41301.0
29829,13268,1414.0,,1406,257.0,5383.0,10511.0,14708.0,13033.0,2015-03-15,43097,43635.0
45854,15313,1448.0,,2116,363.0,6594.0,13278.0,12106.0,14386.0,2015-03-16,61167,46364.0
26080,11042,1190.0,,2399,356.0,4738.0,8463.0,13874.0,15528.0,2015-03-17,37122,42603.0
7912,7491,319.0,,846,144.0,2624.0,6351.0,6405.0,11355.0,2015-03-18,15403,26735.0
4479,574,1192.0,,123,39.0,8981.0,18185.0,6953.0,2402.0,2015-03-19,5053,36521.0
14876,2482,758.0,,734,84.0,5523.0,8681.0,3505.0,3146.0,2015-03-20,17358,20855.0
34682,7909,3021.0,,1666,367.0,2628.0,6652.0,18201.0,13809.0,2015-03-21,42591,41290.0
14743,2452,1687.0,,962,292.0,7409.0,17770.0,29280.0,7776.0,2015-03-22,17195,62235.0
37678,6719,4608.0,,3221,921.0,1924.0,14354.0,38024.0,17128.0,2015-03-23,44397,71430.0
2240,885,3345.0,,1249,333.0,5735.0,16571.0,11881.0,3749.0,2015-03-24,3125,37936.0
23696,9637,1663.0,,874,188.0,3860.0,6833.0,24082.0,16218.0,2015-03-25,33333,50993.0
19595,3820,3388.0,,2916,608.0,5686.0,20684.0,21920.0,12051.0,2015-03-26,23415,60341.0
7345,758,3868.0,,711,176.0,5027.0,7326.0,3621.0,1544.0,2015-03-27,8103,17518.0
39214,5532,1760.0,,415,43.0,1705.0,8518.0,9840.0,8156.0,2015-03-28,44746,28219.0
24830,8870,2373.0,,2036,438.0,7866.0,22467.0,18893.0,14980.0,2015-03-29,33700,64206.0
58733,14245,4173.0,,4577,594.0,3197.0,4161.0,10651.0,18298.0,2015-03-30,72978,36307.0
39570,11205,2648.0,,2848,485.0,1171.0,6488.0,8684.0,10423.0,2015-03-31,50775,26766.0
65407,15612,856.0,,1944,229.0,3081.0,5014.0,6432.0,15577.0,2015-04-01,81019,30104.0
46779,10253,1275.0,,1977,277.0,1952.0,12564.0,13083.0,11061.0,2015-04-02,57032,38660.0
21845,5605,294.0,,1283,169.0,2104.0,15597.0,13115.0,7382.0,2015-04-03,27450,38198.0
10908,3264,1523.0,,935,163.0,1809.0,8451.0,14999.0,6812.0,2015-04-04,14172,32071.0
9688,3482,1110.0,,551,99.0,2482.0,5892.0,7155.0,8805.0,2015-04-05,13170,24334.0
4933,1903,859.0,,701,102.0,7720.0,18105.0,11780.0,5306.0,2015-04-06,6836,42911.0
41968,9894,1911.0,,1711,327.0,7756.0,25759.0,20673.0,15810.0,2015-04-07,51862,69998.0
24613,4808,4799.0,,1636,402.0,10409.0,27419.0,17946.0,6749.0,2015-04-08,29421,62523.0
7475,1299,3369.0,,2911,640.0,7998.0,23718.0,23752.0,10861.0,2015-04-09,8774,66329.0
3876,685,2161.0,,1733,232.0,7349.0,21321.0,23038.0,6174.0,2015-04-10,4561,57882.0
33629,8056,1043.0,,669,149.0,3799.0,9142.0,9935.0,10364.0,2015-04-11,41685,33240.0
59637,13231,3388.0,,4386,840.0,1361.0,16927.0,32817.0,25598.0,2015-04-12,72868,76703.0
63509,17909,1855.0,,3437,402.0,7874.0,28037.0,20723.0,20884.0,2015-04-13,81418,77518.0
44962,10650,3167.0,,2400,463.0,4150.0,12082.0,18711.0,16198.0,2015-04-14,55612,51141.0
51562,14039,835.0,,2749,343.0,499.0,6811.0,16202.0,20046.0,2015-04-15,65601,43558.0
58976,14099,1882.0,,3764,423.0,6018.0,18322.0,21087.0,20202.0,2015-04-16,73075,65629.0
31686,8390,1474.0,,1828,253.0,3408.0,15170.0,18561.0,9966.0,2015-04-17,40076,47105.0
10361,2348,1081.0,,1449,240.0,3410.0,17348.0,12641.0,8097.0,2015-04-18,12709,41496.0
14808,1346,2010.0,,1908,369.0,8813.0,28027.0,20482.0,8385.0,2015-04-19,16154,65707.0
15239,3624,2734.0,,2915,593.0,4791.0,21454.0,17157.0,11787.0,2015-04-20,18863,55189.0
42775,8370,1477.0,,1111,242.0,4379.0,12435.0,8918.0,7883.0,2015-04-21,51145,33615.0
16687,2271,2365.0,,711,122.0,7439.0,25860.0,12628.0,5174.0,2015-04-22,18958,51101.0
40347,10381,4009.0,,3458,387.0,3062.0,27743.0,30060.0,22037.0,2015-04-23,50728,82902.0
17846,3092,1881.0,,2561,362.0,1074.0,11482.0,15000.0,12270.0,2015-04-24,20938,39826.0
30722,4714,602.0,,343,81.0,2457.0,14038.0,12967.0,7615.0,2015-04-25,35436,37077.0
